Concord Custom Cleaners No 053,,JEFFERSON,38.16722,-84.89833,Chlorinated Solvent Sites,50
KY Dept of Transportation,,JEFFERSON,38.2182,-84.85689,Chlorinated Solvent Sites,75
Nashville Wire Products Co,,JEFFERSON,38.1744,-84.7966,Chlorinated Solvent Sites,25
Washington Penn Plastic Co Inc - Frankfort Plastics,,MARSHALL,38.17631,-84.8067,Chlorinated Solvent Sites,25
Midway Fabricating,,WARREN,36.50944,-88.89194,Chlorinated Solvent Sites,50
CTNA Manufacturing LLP,,HENDERSON,36.79111,-88.63556,Chlorinated Solvent Sites,25
Mayfield Printing Co,,CALLOWAY,36.73545,-88.66853,Chlorinated Solvent Sites,50
Robert Bosch Tool Corporation - Leitchfield,,GREENUP,37.49039,-86.28429,Chlorinated Solvent Sites,25
Jeff Meade Landfill,,MARSHALL,38.50158,-82.78464,Chlorinated Solvent Sites,100
Veolia North America Regeneration Services LLC,,MARSHALL,38.55534,-82.78956,Chlorinated Solvent Sites,100
Veolia North America Regeneration Services LLC,,MARSHALL,38.55532,-82.78934,Chlorinated Solvent Sites,100
Cooper Industries - Bussman Division,,WOODFORD,37.68333,-85.88222,Chlorinated Solvent Sites,25
Elizabethtown Laundry & Dry Cleaners,,JEFFERSON,37.70469,-85.86987,Chlorinated Solvent Sites,50
Kentucky Industrial Haulers Landfill,,JEFFERSON,37.68222,-85.84139,Chlorinated Solvent Sites,100
Robert Bosch Tool Corp - Elizabethtown Plant,,MUHLENBERG,37.68556,-85.88944,Chlorinated Solvent Sites,25
The Gates Corp,,MUHLENBERG,37.735,-85.78583,Chlorinated Solvent Sites,25
National Electric Coil,,OHIO,36.84394,-83.37121,Chlorinated Solvent Sites,75
Bundy Corp,,FAYETTE,38.39233,-84.31556,Chlorinated Solvent Sites,25
Brenntag Mid-South Inc,,JEFFERSON,37.80389,-87.65167,Chlorinated Solvent Sites,100
Sunspring America,,KENTON,37.83967,-87.57653,Chlorinated Solvent Sites,25
Glitterwrap Inc,,METCALFE,37.34838,-87.48148,Chlorinated Solvent Sites,25
York International,,HENDERSON,37.35278,-87.48472,Chlorinated Solvent Sites,25
York International,,OHIO,37.34946,-87.48297,Chlorinated Solvent Sites,25
AAF International Reed Plant,,BOONE,38.20485,-85.76143,Chlorinated Solvent Sites,25
American Standard Inc,,PULASKI,38.22222,-85.7675,Chlorinated Solvent Sites,25
Antec,,MERCER,38.22964,-85.74294,Chlorinated Solvent Sites,25
Aramark,,CARROLL,38.24056,-85.75,Chlorinated Solvent Sites,100
AST - Acme Fisher Tank Linings,,JEFFERSON,38.24649,-85.77393,Chlorinated Solvent Sites,50
Beecher Terrace East,,TRIMBLE,38.25334,-85.76723,Chlorinated Solvent Sites,50
Beha Cleaners,,DAVIESS,38.24931,-85.60709,Chlorinated Solvent Sites,50
Cissell Manufacturing Co,,MASON,38.24222,-85.75361,Chlorinated Solvent Sites,50
Clark & Riggs,,MUHLENBERG,38.25719,-85.77948,Chlorinated Solvent Sites,50
Deasy Auto Parts,,MCCRACKEN,38.1979,-85.83949,Chlorinated Solvent Sites,25
Dupont Performance Elastomers LLC,,WAYNE,38.21184,-85.84014,Chlorinated Solvent Sites,25
Eckart America Corp,,BOYLE,38.21564,-85.83826,Chlorinated Solvent Sites,25
EIS Inc,,LOGAN,38.21999,-85.77019,Chlorinated Solvent Sites,25
Former Trailmobile,,MADISON,38.19954,-85.75104,Chlorinated Solvent Sites,25
Henry Vogt Machine Co,,JEFFERSON,38.23369,-85.771,Chlorinated Solvent Sites,25
Holiday Cleaners,,ANDERSON,38.2816,-85.63396,Chlorinated Solvent Sites,50
Holiday Inn Express,,MADISON,38.25556,-85.76393,Chlorinated Solvent Sites,50
Jaggers Equipment Co Inc,,FAYETTE,38.15798,-85.73077,Chlorinated Solvent Sites,25
Jefferson Self Storage LLC,,RUSSELL,38.15132,-85.67935,Chlorinated Solvent Sites,25
John Cope the Cleaner,,FULTON,38.16474,-85.59953,Chlorinated Solvent Sites,50
Kentucky Association of Electric Cooperatives Inc,,SCOTT,38.1903,-85.68101,Chlorinated Solvent Sites,25
Kims Valley Station Laundry & Dry Cleaners,,JEFFERSON,38.0989,-85.87178,Chlorinated Solvent Sites,50
Kings Cleaners,,JEFFERSON,38.25722,-85.77956,Chlorinated Solvent Sites,50
Kroger Fuel L-327,,CLARK,38.24809,-85.79738,Chlorinated Solvent Sites,75
KY Plating Co Inc,,JEFFERSON,38.25529,-85.74774,Chlorinated Solvent Sites,25
Lees Lane Landfill,,FAYETTE,38.1857,-85.8694,Chlorinated Solvent Sites,100
Liquid Transporters Inc,,WARREN,38.15637,-85.66727,Chlorinated Solvent Sites,25
Louisville Distilling Company,,CLARK,38.25472,-85.743,Chlorinated Solvent Sites,25
Louisville Forge & Gear Works Inc,,CHRISTIAN,38.17347,-85.74224,Chlorinated Solvent Sites,25
Louisville Forge & Gear Works Inc,,MUHLENBERG,38.17234,-85.73952,Chlorinated Solvent Sites,25
Louisville Gas & Electric,,BOONE,38.24673,-85.76676,Chlorinated Solvent Sites,25
Lubrizol Advanced Materials Inc,,GRANT,38.22222,-85.82722,Chlorinated Solvent Sites,25
Marathon Ashland Petroleum LLC,,BOONE,38.12931,-85.90139,Chlorinated Solvent Sites,75
Miracle Dry Cleaners,,DAVIESS,38.24012,-85.72339,Chlorinated Solvent Sites,50
MTH Enterprises Inc,,DAVIESS,38.2688,-85.58017,Chlorinated Solvent Sites,25
National Uniform Service,,DAVIESS,38.24555,-85.77348,Chlorinated Solvent Sites,50
National Uniform Service,,FULTON,38.24433,-85.77342,Chlorinated Solvent Sites,50
Park Du Valle,,SCOTT,38.22682,-85.80649,Chlorinated Solvent Sites,25
Plaza Cleaners,,BOURBON,38.25032,-85.63126,Chlorinated Solvent Sites,50
River Metals Recycling,,HART,38.272,-85.715,Chlorinated Solvent Sites,100
Sapa H E Tubing Inc,,WARREN,38.18805,-85.67955,Chlorinated Solvent Sites,25
Suburban Cleaners,,KNOX,38.26886,-85.57922,Chlorinated Solvent Sites,50
The Meat Store,,DAVIESS,38.23784,-85.75944,Chlorinated Solvent Sites,25
Univar USA Inc,,UNION,38.20382,-85.80293,Chlorinated Solvent Sites,25
Urban Acupuncture,,CHRISTIAN,38.25928,-85.78619,Chlorinated Solvent Sites,50
West Point Bank Property,,BOONE,38.06624,-85.88596,Chlorinated Solvent Sites,25
Billy Glover Dump,,FRANKLIN,37.84218,-84.67689,Chlorinated Solvent Sites,100
Lick Fork Plant,,OHIO,37.73864,-82.8371,Chlorinated Solvent Sites,75
Concord Custom Cleaners 6095,,JEFFERSON,38.9975,-84.49639,Chlorinated Solvent Sites,50
Crystal Brands Inc,,WEBSTER,39.02399,-84.58964,Chlorinated Solvent Sites,50
Former Sohio Refinery,,MARION,39.04079,-84.518,Chlorinated Solvent Sites,75
Ortner Railyard,,HANCOCK,39.0629,-84.5075,Chlorinated Solvent Sites,25
Wecco Inc,,SHELBY,39.08987,-84.50702,Chlorinated Solvent Sites,75
Jackson WWS Inc,,JESSAMINE,36.92972,-83.93694,Chlorinated Solvent Sites,25
Familee Laundry & Drycleaners,,CAMPBELL,37.57318,-85.7368,Chlorinated Solvent Sites,50
Burley Belt Cargill Inc,,HENDERSON,37.13913,-84.0777,Chlorinated Solvent Sites,25
Coyne Textile Services,,SHELBY,37.12653,-84.08569,Chlorinated Solvent Sites,50
Thallium Drums,,MADISON,37.12959,-84.08442,Chlorinated Solvent Sites,25
Emerson Hermetic Motor,,WARREN,36.83889,-86.91333,Chlorinated Solvent Sites,25
Keysburg Industrial Dump,,BOONE,36.65729,-87.02168,Chlorinated Solvent Sites,100
Rockwell Automation Inc,,WARREN,36.84806,-86.89861,Chlorinated Solvent Sites,25
Concord Custom Cleaners,,JEFFERSON,37.73111,-84.27545,Chlorinated Solvent Sites,50
Hitachi Automotive Systems Americas Inc,,MASON,37.60008,-84.31115,Chlorinated Solvent Sites,25
The Okonite Co,,ANDERSON,37.71263,-84.26887,Chlorinated Solvent Sites,25
Joy Global Conveyors Inc,,JEFFERSON,37.74369,-83.06117,Chlorinated Solvent Sites,25
Allen Chemical Site,,WASHINGTON,37.51044,-85.47975,Chlorinated Solvent Sites,100
Arkema Inc,,JEFFERSON,37.04954,-88.35748,Chlorinated Solvent Sites,100
Goodrich Corp,,BARREN,37.04934,-88.32184,Chlorinated Solvent Sites,25
P&L Railway Spill,,LAUREL,37.04667,-88.35278,Chlorinated Solvent Sites,25
Westlake Vinyls Inc,,BATH,37.05119,-88.33494,Chlorinated Solvent Sites,25
Emerson Power Transmission Corp,,PENDLETON,38.64194,-83.73889,Chlorinated Solvent Sites,25
NRE-Paducah,,LOGAN,37.07778,-88.61306,Chlorinated Solvent Sites,25
Modine Manufacturing Co,,SIMPSON,37.78,-84.85111,Chlorinated Solvent Sites,25
Mount Sterling City Landfill,,CLINTON,38.04311,-83.88188,Chlorinated Solvent Sites,100
Bardstown Laundry & Dry Cleaner,,BOONE,37.82167,-85.46333,Chlorinated Solvent Sites,50
Victone One Hour Cleaners,,JEFFERSON,37.81249,-85.46532,Chlorinated Solvent Sites,50
Crestwood Coin Laundry,,DAVIESS,38.3402,-85.46642,Chlorinated Solvent Sites,50
Red Penn Landfill,,OHIO,38.28817,-85.46536,Chlorinated Solvent Sites,100
Custom Industrial Services Inc,,MCLEAN,38.21511,-85.21794,Chlorinated Solvent Sites,25
MAHLE Engine Components USA,,GRAVES,36.73681,-86.5625,Chlorinated Solvent Sites,25
SC Johnson & Son,,PULASKI,36.73056,-86.57694,Chlorinated Solvent Sites,50
Tyco Electronics Corp,,FLEMING,36.72497,-86.56005,Chlorinated Solvent Sites,25
Parts Cleaning Technologies LLC,,CALLOWAY,36.96828,-86.47466,Chlorinated Solvent Sites,50
Sun Products,,BOONE,36.95835,-86.47972,Chlorinated Solvent Sites,75
KCTCS Systems Office,,JEFFERSON,38.05861,-84.72778,Chlorinated Solvent Sites,25
Ruggles Sign Co,,HART,38.06441,-84.72565,Chlorinated Solvent Sites,25
Vic-Tone Dry Cleaners,,CARTER,38.05235,-84.72863,Chlorinated Solvent Sites,50
CSX - Worthville Railyard,,CALDWELL,38.60972,-85.0675,Chlorinated Solvent Sites,25
Southgate Drums,,HENDERSON,39.07194,-84.47278,Chlorinated Solvent Sites,25
Fort Knox,,CLARK,37.91635,-85.956215,Military site,100
Campbell Army Air Field,,MONTGOMERY,36.67407,-87.489312,Military site,100
Fort Campbell Installation,,HARDIN,36.644912,-87.449468,Military site,100
Kentucky National Guard Recruiting,,OHIO,38.004005,-84.452217,Military site,100
US Army Reserve Center,,WARREN,38.067753,-84.484435,Military site,100
Military Adventure Camp,,HENRY,38.365563,-83.648483,Military site,100
US Army Cadet Command,,JEFFERSON,37.898086,-85.948158,Military site,100
Mid South Electronics Inc,,CALLOWAY,37.2805,-83.80599,Electroplating Sites,25
MPD Inc,,JESSAMINE,37.76755,-87.10734,Electroplating Sites,25
Industrial Plating Of KY,,KENTON,38.0862,-84.5347,Electroplating Sites,25
Akebono Brake Corp,,FRANKLIN,37.6826,-85.91809,Electroplating Sites,25
Sunspring America,,CALDWELL,37.84032,-87.57397,Electroplating Sites,25
KY Plating Co Inc,,MADISON,38.25529,-85.74774,Electroplating Sites,25
Ni-Chro Plating Inc,,TAYLOR,38.26795,-85.79893,Electroplating Sites,25
Southern Graphic Systems Inc,,BOYLE,38.20377,-85.75646,Electroplating Sites,25
Bilt Rite Products,,KNOX,36.8287,-86.905,Electroplating Sites,25
I Brite Corp,,JEFFERSON,37.00505,-88.52988,Electroplating Sites,25
A & S Tool & Gage,,FAYETTE,36.72129,-86.55478,Electroplating Sites,25
Huff Integrated Systems LLC,,BOONE,37.69629,-87.85012,Electroplating Sites,25
State Fire Rescue Training,,JEFFERSON,38.042486,-84.456595,Fire Rescue ,75
State Fire Rescue Training - Area 15,,GRAYSON,38.058181,-84.526236,Fire Rescue ,75
Bavarian Waste,,BARREN,38.862629,-84.656856,Landfill,100
Big Run,,BOONE,38.37238,-82.755546,Landfill,100
Central Kentucky Hauling,,WARREN,38.067325,-84.552809,Landfill,100
Rumke disposal ,,FAYETTE,39.271363,-84.602233,Landfill,100
A O Smith Electric Products Co,,BOONE,36.740191,-86.20019,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
General Cable Co,,BOYLE,38.0625,-84.927222,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
HVC Inc,,CHRISTIAN,38.050972,-84.916972,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Credence Speaker Inc,,CHRISTIAN,37.16193,-88.88246,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Battery Properties Inc,,PENDLETON,36.983056,-85.933056,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
N American Capacitor,,HARDIN,37.025,-85.938889,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Donotech Electronic Manufacturing Inc,,MADISON,38.117972,-83.766972,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Atlas Electric Motor Service & Sales Inc,,JEFFERSON,39.0845,-84.704417,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Diversified Structural Composites,,PENDLETON,39.052491,-84.622491,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Ellison Surface Technologies,,JEFFERSON,39.04414,-84.69933,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Former Diversified Structural Composites,,CARROLL,39.053745,-84.621426,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
PG LifeLink,,CAMPBELL,39.048685,-84.6279,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Prestolite Electric Inc,,MERCER,38.973156,-84.633951,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Welding Alloys USA Inc,,HANCOCK,38.958846,-84.617972,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Intermountain Electronics Inc,,ANDERSON,38.400667,-82.743683,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Panasonic Home Appliances Company of America,,HARDIN,37.633889,-84.799167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Philips Lighting North America Corp,,FAYETTE,37.640278,-84.788056,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Delta Faucet,,GREENUP,37.215558,-86.708678,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Princeton Caldwell Co Industrial Park,,HARRISON,37.113333,-87.910833,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Adcon Plant,,WOODFORD,,,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Genlyte Thomas Group LLC,,POWELL,36.8624,-87.5019,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Raycam Inc,,FAYETTE,36.806111,-87.498333,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Ledvance LLC,,FAYETTE,37.993056,-84.162222,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Tyco Electronics Corp,,CHRISTIAN,37.319167,-88.089167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
General Electric Co - Owensboro Motor Plant,,LEWIS,37.743333,-87.086667,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Kent Tron Manufacturing Inc,,CLAY,,,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Ken-Tron Manufacturing Inc,,MARTIN,37.779778,-87.157861,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Battries Plus,,BOYD,,,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
General Electric Co - Lexington Lamp Plant,,FAYETTE,38.02096,-84.521687,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Kaba Mas Corporation,,MCCREARY,38.05444,-84.504706,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Nitto Denko Automotive Kentucky,,MADISON,38.08073,-84.539741,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Radio Equipment Co Inc,,CHRISTIAN,38.078333,-84.327778,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Schneider Electric USA Inc,,HARDIN,38.075833,-84.522222,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Dura Automotive Of Fulton,,MUHLENBERG,36.511592,-88.882781,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Tokai Carbon GE LLC,,MCCRACKEN,36.546944,-89.18,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Glasco Lamp,,HARRISON,36.75925,-88.642917,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Brians Battery LLC,,HOPKINS,36.829199,-83.454969,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
National Electric Coil,,HANCOCK,36.844444,-83.371111,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Mine Equipment & Mill Supply,,MASON,37.185,-87.549722,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Beneke Wire Co,,HENDERSON,38.150417,-85.761917,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Brehob Corp,,DAVIESS,38.217222,-85.551056,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Cameron & Barkley Company,,BOYD,38.1625,-85.648611,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Cissell Manufacturing Co,,PULASKI,38.241781,-85.75367,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Derby Welding & Machine Co Inc,,JEFFERSON,38.186758,-85.692561,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Derby Welding & Machine Co Inc,,DAVIESS,38.189879,-85.692962,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
General Electric Co,,FLOYD,38.196967,-85.750822,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Goodrich Corp,,MCCRACKEN,38.155773,-85.88659,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Greenlee Textron Inc,,MONTGOMERY,38.17905,-85.67625,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Hicks Equipment Inc,,JEFFERSON,38.211389,-85.821944,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
International Systems Of America Inc,,SIMPSON,38.201583,-85.551194,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
J A Sexaur Inc,,KENTON,38.216667,-85.55,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Jaggers Equipment Co Inc,,NELSON,38.157984,-85.730768,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Kentuckiana Curb Company,,JEFFERSON,38.205,-85.566111,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Kinergy Corp,,MARSHALL,38.134333,-85.733944,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
KY Associates of Electric Cooperatives Inc,,LAUREL,38.193889,-85.685556,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Louisville Lamp Co,,JEFFERSON,38.178232,-85.699133,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Papercone Corporation,,MCCRACKEN,38.156682,-85.706163,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
SCHOTT North America Inc,,BOONE,38.167889,-85.660167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Strong Hold Products,,BOONE,38.163889,-85.756389,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
The Lyons Companies,,JEFFERSON,38.2025,-85.549167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
TopWorx,,WARREN,38.156389,-85.703611,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Allstates Manufacturing Inc,,BOONE,37.916667,-84.516667,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Sector Technology Inc,,LOGAN,37.920194,-84.559667,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Trim Masters Inc,,MONTGOMERY,37.88,-84.573611,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
O E M Electric Inc,,SIMPSON,39.076557,-84.514318,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Post Glover Resistors Corp,,BOONE,39.017222,-84.584028,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Relaken Development Inc Property,,DAVIESS,37.08574,-84.068,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Emerson Hermetic Motor,,BOONE,36.838994,-86.913227,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Enersys Inc,,KENTON,37.733028,-84.293944,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Hitachi Automotive Systems Americas Inc - Berea Motor,,ROWAN,37.614722,-84.306111,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Madison County Schools Dept of Maintenance,,DAVIESS,37.755258,-84.291824,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Phoenix Products Inc,,WASHINGTON,37.57,-84.299167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Sub Zero-Wolf Manufacturing,,BOONE,37.687778,-84.273333,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Sharpe Convenience Center,,JEFFERSON,36.966389,-88.446111,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Darling Ingredients Inc - EnviroFlight,,MADISON,38.638884,-83.815765,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Superior Windings LLC,,CALLOWAY,38.642122,-83.734589,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
ACC Enterprise,,GREENUP,36.99118,-88.6209,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Paducah Rigging,,SHELBY,37.10073,-88.67387,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
EWC Inc,,CLINTON,37.9875,-86.195,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
A2Z Books,,SIMPSON,37.754167,-84.754167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Pentair Technical Solutions,,LAUREL,38.100278,-83.904167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Regal Beloit America Inc,,BOYD,38.074444,-83.923056,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Emerald Transformer,,HANCOCK,,,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Thomas Industries,,HENDERSON,37.39,-86.870833,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
Octa Inc,,HENDERSON,38.377549,-85.436476,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
The Nemeth Engineering Group,,SHELBY,38.326609,-85.464055,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25
