__OBJECTID,PUBLIC WATER SYSTEM ID,Water System Name,Status,Principal County Served,Primary Source Water Type,Longitude,Latitude,attribute_7,Note,attribute_9,x,y
398,KY1100171,GUTHRIE WATER WORKS,A,TODD,SWP,-87.1502,36.7149,,,,-87.150200031154,36.7149000082217
399,KY1101005,LOGAN-TODD REGIONAL WATER COMMISSION,A,TODD,SW,-87.1558816,36.6514652,,,,-87.1558816058315,36.651465197178
400,KY1100944,TODD COUNTY WATER DISTRICT,A,TODD,SWP,-87.1678,36.9094,,,,-87.1678000038635,36.9094000123925
401,KY1100428,TRENTON WATER WORKS,A,TODD,SWP,-87.1948795,36.6465582,,,,-87.1948795384403,36.6465582145503
402,KY1110019,BARKLEY LAKE WATER DISTRICT,A,TRIGG,SW,-87.954847,36.81085,,,,-87.9548469924516,36.8108500091556
403,KY1110054,CADIZ MUNICIPAL WATER COUNTY,A,TRIGG,SW,-87.838326,36.860038,,,,-87.8383259779593,36.8600379723159
404,KY1112365,LBL CAMP ENERGY,A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
405,KY1112212,LBL CRAVENS BAY,A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
406,KY1112486,LBL FENTON LAKE ACCESS,A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
407,KY1112211,"LBL HILLMAN FERRY A, B & C",A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
408,KY1112364,LBL MAINTENANCE CENTER,A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
409,KY1112210,LBL NORTH ENTRANCE STATION,A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
410,KY1113460,LBL OFF HWY VEHICLE AREA,A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
411,KY1112213,LBL WOODLAND NATURE CENTER,A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
412,KY1112837,LBL WRANGLERS CAMP,A,TRIGG,GW,-88.02419,36.78561,,,,-88.0241900153579,36.7856100163604
413,KY1120289,MILTON WATER & SEWER DEPARTMENT,A,TRIMBLE,GW,-85.3659,38.6925,,,,-85.3659000079994,38.6924999768069
414,KY1120431,TRIMBLE CO WATER DISTRICT #1,A,TRIMBLE,GW,-83.3436158,36.8501965,,,,-83.343615784493,36.8501964982564
415,KY1130293,MORGANFIELD WATER WORKS,A,UNION,SW,-87.911931,37.6897597,,,,-87.9119309678996,37.6897596816424
416,KY1130422,STURGIS WATER WORKS,A,UNION,SW,-87.9965,37.5487,,,,-87.9964999857141,37.5486999933915
417,KY1130433,UNION COUNTY WATER DISTRICT,A,UNION,SWP,-87.9134737,37.6879427,,,,-87.9134737345686,37.6879426849568
418,KY1130434,UNIONTOWN WATER & SEWER DEPT,A,UNION,SWP,-87.936367,37.772743,,,,-87.9363670300897,37.7727430204872
419,KY1140038,BOWLING GREEN MUNICIPAL UTILITIES,A,WARREN,SW,-86.442566,36.995047,,,,-86.4425660001442,36.9950470329339
420,KY1140487,WARREN COUNTY WATER DISTRICT,A,WARREN,SWP,-86.427498,36.992354,,,,-86.4274980188945,36.9923540212822
421,KY1150415,SPRINGFIELD WATER WORKS,A,WASHINGTON,SW,-85.227255,37.687517,,,,-85.2272550151952,37.6875170065271
422,KY1160291,MONTICELLO WATER & SEWER COMMISSION,A,WAYNE,SW,-84.793008,36.937563,,,,-84.7930079695474,36.9375629693987
423,KY1170073,CLAY WATER WORKS,A,WEBSTER,SWP,-83.922689,37.861463,,,,-83.9226890405835,37.8614629703797
424,KY1170104,DIXON WATER DEPARTMENT,A,WEBSTER,SWP,-87.69113,37.517693,,,,-87.6911300117971,37.5176929772648
425,KY1170361,PROVIDENCE WATER WORKS,A,WEBSTER,SW,-87.7682474,37.394065,,,,-87.7682474144983,37.3940649737568
426,KY1170388,SEBREE WATER DEPARTMENT,A,WEBSTER,SWP,-87.5342284,37.6081041,,,,-87.5342283778107,37.6081041300313
427,KY1170400,SLAUGHTERS WATER WORKS,A,WEBSTER,SWP,-87.5053,37.5054,,,,-87.5053000205477,37.5053999838054
428,KY1170995,WEBSTER CO WATER DISTRICT,A,WEBSTER,SW,-87.67168,37.519247,,,,-87.6716799587599,37.5192470221543
429,KY1180085,CORBIN UTILITIES COMMISSION,A,WHITLEY,SW,-84.1125446,36.9249384,,,,-84.1125445622841,36.9249384270675
430,KY1180093,CUMBERLAND FALLS HIGHWAY WATER DISTRICT,A,WHITLEY,SWP,-84.121589,36.91833,,,,-84.1215889802277,36.9183300141569
431,KY1180468,WHITLEY CO WATER DISTRICT,A,WHITLEY,SWP,-84.1394,36.747,,,,-84.1393999671975,36.7470000195892
432,KY1183728,WHITLEY CO. WATER DISTRICT 92 WEST,A,WHITLEY,SWP,-84.1394,36.747,,,,-84.1393999671975,36.7470000195892
433,KY1180471,WILLIAMSBURG WATER DEPARTMENT,A,WHITLEY,SW,-84.1736193,36.7426381,,,,-84.1736193116524,36.7426380830393
434,KY1190061,CAMPTON WATER SYSTEM,A,WOLFE,SW,-83.494,37.7287,,,,-83.4939999614301,37.7287000232663
435,KY1193703,RED RIVER ROCKHOUSE,A,WOLFE,GW,-84.198704,37.986558,,,,-84.1987039574776,37.9865579781523
436,KY1200283,MIDWAY MUNICIPAL WATER WORKS,A,WOODFORD,SWP,-84.6928,38.1487,,,,-84.6928000012885,38.1487000341909
437,KY1200310,NE WOODFORD CO WATER DISTRICT,A,WOODFORD,SWP,-84.7306372,38.0512596,,,,-84.7306372207187,38.0512596137066
438,KY1200411,SOUTH WOODFORD CO WATER DISTRICT,A,WOODFORD,SWP,-84.7135736,38.0585946,,,,-84.7135736320653,38.0585945666903
439,KY1200439,VERSAILLES WATER SYSTEM,A,WOODFORD,SW,-84.802759,38.0338302,,,,-84.8027590022934,38.0338302109853
