__OBJECTID,4. FACILITY NAME,8. ST,7. COUNTY,12. LATITUDE,13. LONGITUDE,20. INDUSTRY SECTOR,RISK SCORE,x,y
16,COEUR ALASKA INC KENSINGTON GOLD PROJECT,AK,JUNEAU CITY AND BOROUGH,58.86749,-135.104756,Metal Mining,25,-135.104755985003,58.8674899857376
17,POGO MINE,AK,FAIRBANKS NORTH STAR BOROUGH,64.449722,-144.939623,Metal Mining,25,-144.939623016807,64.4497220160021
18,SUNROC CORP - CEDAR CITY,AK,KODIAK ISLAND BOROUGH,57.73833,-152.503763,Other,100,-152.503762989058,57.7383299924359
19,US DOE HANFORD SITE,AK,FAIRBANKS NORTH STAR BOROUGH,64.823,-147.6106,Other,50,-147.610600020755,64.8229999951034
20,US ARMY DUGWAY PROVING GROUND,AK,FAIRBANKS NORTH STAR BOROUGH,64.67145,-147.0492,Other,100,-147.049200039901,64.6714500054807
21,US DOE LLNL EXPERIMENTAL TEST SITE (SITE 300),AK,FAIRBANKS NORTH STAR BOROUGH,64.823,-147.6106,Other,100,-147.610600020755,64.8229999951034
22,LAREDO BORDER PATROL SECTOR HQ TX11589,AK,ANCHORAGE MUNICIPALITY,61.258333,-149.7,Other,100,-149.699999984252,61.2583330124681
23,US CERAMICS,AK,SOUTHEAST FAIRBANKS CENSU,63.900543,-145.726776,Other,100,-145.726776006599,63.9005430140393
24,US DOD USAF ACADEMY,AK,SOUTHEAST FAIRBANKS CENSU,63.900543,-145.726776,Other,100,-145.726776006599,63.9005430140393
25,SUIT-KOTE ONEONTA,AK,FAIRBANKS NORTH STAR BOROUGH,64.76253,-147.39292,Petroleum,75,-147.392919991612,64.7625300176247
26,PIKE INDUSTRIES INC,AK,VALDEZ-CORDOVA CENSUS AREA,61.083809,-146.250842,Petroleum,75,-146.250842004244,61.0838089823179
27,TILCON CONNECTICUT INC,AK,KENAI PENINSULA BOROUGH,60.683603,-151.367204,Petroleum,75,-151.367203981301,60.6836029787827
28,TAMKO BUILDING PRODUCTS INC,AK,FAIRBANKS NORTH STAR BOROUGH,64.733253,-147.344964,Petroleum,75,-147.344963969159,64.7332530008986
29,MPLX TERMINALS LLC - ROCKFORD IL TERMINAL,AK,ANCHORAGE MUNICIPALITY,61.229579,-149.893094,Petroleum Bulk Terminals,75,-149.893094022383,61.2295789870956
30,SIMONS PETROLEUM INC - OKC BULK PLANT,AK,ANCHORAGE MUNICIPALITY,61.229579,-149.893094,Petroleum Bulk Terminals,75,-149.893094022383,61.2295789870956
31,SOUTH PACIFIC PETROLEUM CORP,AK,KETCHIKAN GATEWAY BOROUGH,55.3376,-131.63331,Petroleum Bulk Terminals,75,-131.633309994313,55.3376000058957
32,THOMAS PETROLEUM LLC LAREDO,AK,ALEUTIANS WEST CENSUS ARE,53.89213,-166.53301,Petroleum Bulk Terminals,75,-166.533009968818,53.8921300066865
33,CHEVRON PANAMA CITY TERMINAL,AK,JUNEAU CITY AND BOROUGH,58.28942,-134.39524,Petroleum Bulk Terminals,75,-134.395239983473,58.289419980869
34,LMM AIRPORT PLANT,AK,FAIRBANKS NORTH STAR BOROUGH,64.737264,-147.34844,Petroleum Bulk Terminals,75,-147.348440000151,64.7372640018555
35,SHELL PORTLAND DISTRIBUTION TERMINAL,AK,BETHEL CENSUS AREA,60.784,-161.78,Petroleum Bulk Terminals,75,-161.779999995187,60.7839999974742
36,SPRAGUE SOUTH PORTLAND,AK,NORTHWEST ARCTIC BOROUGH,66.903354,-162.572224,Petroleum Bulk Terminals,75,-162.572223974757,66.9033539973026
37,GM MLCG FAIRFAX ASSEMBLY,AK,KETCHIKAN GATEWAY BOROUGH,55.33373,-131.62533,Transportation Equipment,25,-131.625329990149,55.3337299974483
38,MORGAN TRUCK BODY LLC - MCT,AK,KETCHIKAN GATEWAY BOROUGH,55.355971,-131.69834,Transportation Equipment,25,-131.698340025877,55.355971000922
39,HARCROS CHEMICALS INC,AL,COLBERT,34.76632,-87.61727,Chemical Wholesalers,100,-87.6172699901476,34.7663200292618
40,DPC ENTERPRISES LP,AL,MOBILE,30.74858,-88.07022,Chemical Wholesalers,100,-88.0702199600108,30.7485800322025
41,INDUSTRIAL CHEMICALS INC,AL,JEFFERSON,33.517778,-86.87,Chemical Wholesalers,100,-86.8700000430143,33.5177779755724
42,WESTERN INTERNATIONAL GAS & CYLINDERS INC,AL,JEFFERSON,33.56325,-86.8408,Chemical Wholesalers,100,-86.8408000352094,33.5632500241183
43,RESEARCH SOLUTIONS GROUP INC,AL,SHELBY,33.297051,-86.81974,Chemical Wholesalers,100,-86.81974002152,33.2970510194954
44,INEOS PHENOL,AL,MOBILE,30.529655,-88.12349,Chemicals,100,-88.1234899665275,30.5296549758126
45,HONEYWELL - UOP LLC,AL,MOBILE,30.758831,-88.059471,Chemicals,100,-88.0594709888156,30.7588310320007
46,FMC  CORP - MOBILE MANUFACTURING CENTER,AL,MOBILE,30.954444,-88.018889,Chemicals,100,-88.0188889670348,30.9544439863904
47,MESSER LLC,AL,COLBERT,34.797397,-87.939809,Chemicals,100,-87.9398090149324,34.7973970146736
48,BASF CORP,AL,WASHINGTON,31.279,-87.9955,Chemicals,100,-87.9954999811398,31.2790000082523
49,MDA MANUFACTURING INC,AL,MORGAN,34.630486,-87.039444,Chemicals,100,-87.0394440448291,34.6304859797955
50,LENZING FIBERS INC,AL,MOBILE,30.960964,-88.024936,Chemicals,100,-88.0249359763699,30.9609639792293
51,TITAN COATINGS INC,AL,JEFFERSON,33.34342,-86.92063,Chemicals,100,-86.9206299907425,33.3434199666954
52,HUNTSMAN ADVANCED MATERIALS AMERICAS INC,AL,WASHINGTON,31.278056,-88.001667,Chemicals,100,-88.0016670053968,31.2780559849808
53,UMICORE SPECIALTY CHEMICALS-ARAB,AL,MARSHALL,34.34392,-86.45415,Chemicals,100,-86.454149955396,34.3439200202659
54,US AMINES (BUCKS) LLC,AL,MOBILE,30.985223,-88.026254,Chemicals,100,-88.0262539845547,30.9852230207707
55,HEXCEL CORP,AL,MORGAN,34.655833,-87.07111,Chemicals,100,-87.0711100179204,34.6558330077692
56,SAFETY COATINGS INC,AL,BALDWIN,30.43861,-87.68083,Chemicals,100,-87.6808300185809,30.4386099862791
57,ASCEND PERFORMANCE MATERIALS,AL,BALDWIN,30.40153,-87.67852,Chemicals,100,-87.6785200008278,30.4015299740333
58,GAYLORD CHEMICAL CO LLC,AL,TUSCALOOSA,33.19897,-87.60992,Chemicals,100,-87.6099199744929,33.1989699941236
59,INEOS STYROLUTION AMERICA LLC,AL,MORGAN,34.630259,-87.017268,Chemicals,100,-87.0172679642307,34.6302589820792
60,3M CO - DECATUR,AL,MORGAN,34.641667,-87.038611,Chemicals,100,-87.0386110370661,34.6416670104825
61,GULF COAST PAINT MANUFACTURING,AL,BALDWIN,30.664,-87.75866,Chemicals,100,-87.7586599649655,30.6640000245795
62,HARRELL'S COATINGS SOLUTIONS LLC,AL,TALLADEGA,33.172824,-86.274861,Chemicals,100,-86.2748609570564,33.172823996328
63,AVANTI POLAR LIPIDS INC,AL,SHELBY,33.25232,-86.82102,Chemicals,100,-86.8210200309683,33.2523199720365
64,SABIC INNOVATIVE PLASTICS US LLC,AL,LOWNDES,32.31367,-86.51153,Chemicals,100,-86.5115300238322,32.3136699808746
65,HARRELLS INC,AL,TALLADEGA,33.17104,-86.29298,Chemicals,100,-86.2929799763371,33.1710399932004
66,OLIN CORP,AL,WASHINGTON,31.263889,-87.99445,Chemicals,100,-87.9944500302358,31.263888973481
67,DAIKIN AMERICA INC,AL,MORGAN,34.630486,-87.039444,Chemicals,100,-87.0394440448291,34.6304859797955
68,CONTINENTAL CARBON CO PHENIX CITY,AL,RUSSELL,32.43376,-84.97258,Chemicals,100,-84.972580027033,32.4337600327621
69,ASCEND PERFORMANCE MATERIALS OPERATIONS LLC-DECATUR PLANT,AL,MORGAN,34.633889,-87.024444,Chemicals,100,-87.0244439762148,34.6338890231703
70,KW PLASTICS,AL,PIKE,31.76257,-85.96647,Chemicals,100,-85.9664700386704,31.7625699764958
71,ARICHEM LLC,AL,DALE,31.5915,-85.7189,Chemicals,100,-85.7189000057534,31.5914999625842
72,NELSON BROTHERS LLC - SAMOSET FACILITY,AL,WALKER,33.740288,-87.121946,Chemicals,100,-87.1219460391748,33.7402879748618
73,CHEROKEE NITROGEN LLC,AL,COLBERT,34.80302,-87.93974,Chemicals,100,-87.9397400243186,34.8030199656153
74,AGRIUM US INC,AL,LAUDERDALE,34.80564,-87.65646,Chemicals,100,-87.6564599825641,34.8056399639312
75,SHERWIN-WILLIAMS CO,AL,JEFFERSON,33.65842,-86.71513,Chemicals,100,-86.7151300388744,33.6584200069056
76,KEMIRA CHEMICALS INC,AL,MOBILE,30.748056,-88.06416,Chemicals,100,-88.0641600149357,30.7480559772896
77,ISP CHEMICALS LLC,AL,MADISON,34.6322,-86.638,Chemicals,100,-86.6379999699277,34.6322000105554
78,RPS COMPOSITES OF ALABAMA INC,AL,MOBILE,30.70494,-88.23953,Chemicals,100,-88.2395300230168,30.7049399975055
79,NEKTAR THERAPEUTICS,AL,MADISON,34.74515,-86.59686,Chemicals,100,-86.5968600045239,34.7451499704213
80,UNITED INITIATORS,AL,MOBILE,30.52326,-88.136571,Chemicals,100,-88.1365709642003,30.5232600271999
81,CHEMSTATION OF ALABAMA,AL,JEFFERSON,33.37035,-86.94442,Chemicals,100,-86.9444199845803,33.3703500063473
82,HOCKING INTERNATIONAL LABORATORIES LLC,AL,TALLADEGA,33.101162,-86.172456,Chemicals,100,-86.1724559791072,33.1011620164012
83,HERO BX ALABAMA,AL,TUSCALOOSA,33.00988,-87.62192,Chemicals,100,-87.6219200293843,33.0098799880498
84,\HARRELL'S COATINGS SOLUTIONS LLC,AL,TALLADEGA,33.170801,-86.269809,Chemicals,100,-86.2698090115616,33.1708010305701
85,TOTAL PETROCHEMICALS & REFINING USA INC,AL,WASHINGTON,31.4559,-88.25811,Chemicals,100,-88.2581099678697,31.4558999714953
86,BASF ACM,AL,MOBILE,30.51452,-88.12353,Chemicals,100,-88.1235300313892,30.5145200039764
87,LINE-X LLC,AL,MADISON,34.65954,-86.77505,Chemicals,100,-86.7750500039449,34.659540031781
88,SKW QUAB CHEMICALS,AL,MOBILE,30.516944,-88.14028,Chemicals,100,-88.1402800181769,30.5169439804426
89,TIGER SUL PRODUCTS LLC,AL,ESCAMBIA,31.023076,-87.529598,Chemicals,100,-87.5295980116787,31.0230759691382
90,DURA COAT PRODUCTS INC,AL,LIMESTONE,34.634316,-86.846668,Chemicals,100,-86.8466680103083,34.634316019863
91,PROSOL INC,AL,DALE,31.487683,-85.677286,Chemicals,100,-85.6772859993742,31.4876830292412
92,NALCO CO,AL,MONTGOMERY,32.30989,-86.40613,Chemicals,100,-86.4061299728942,32.3098900116073
93,PLASMINE TECHNOLOGY INC,AL,BALDWIN,30.88145,-87.770927,Chemicals,100,-87.7709269991593,30.8814499945932
94,TATE & LYLE SUCRALOSE LLC,AL,WASHINGTON,31.2507,-88.0154,Chemicals,100,-88.0154000003028,31.2507000060635
95,AMERICAN PHOENIX INC,AL,CALHOUN,33.61781,-85.76881,Chemicals,100,-85.7688100436129,33.6178099822884
96,INDORAMA VENTURES,AL,MORGAN,34.6415,-87.0589,Chemicals,100,-87.0589000267471,34.6414999816638
97,POLYPLEX USA LLC,AL,MORGAN,34.6533,-87.07024,Chemicals,100,-87.0702399995677,34.6533000355036
98,MOBILE ROSIN OIL CO INC,AL,MOBILE,30.71877,-88.10521,Chemicals,100,-88.105209969148,30.7187699948443
99,MOBILE PAINT MANUFACTURING CO INC,AL,MOBILE,30.554664,-88.152849,Chemicals,100,-88.1528489761377,30.5546639928541
100,TESSENDERLO KERELY INC,AL,BARBOUR,31.852757,-85.151408,Chemicals,100,-85.1514080099688,31.8527570286502
101,SI GROUP USA LLC,AL,BALDWIN,30.869537,-87.863795,Chemicals,100,-87.8637950128946,30.8695369639067
102,THE NELSON PAINT CO OF ALABAMA,AL,MONTGOMERY,32.37302,-86.37577,Chemicals,100,-86.375769970563,32.3730200341959
103,DYNO NOBEL INC,AL,WALKER,33.70602,-87.258682,Chemicals,100,-87.2586820221688,33.7060199820693
104,BASF TRILON M,AL,MOBILE,30.51452,-88.12353,Chemicals,100,-88.1235300313892,30.5145200039764
105,SOLUTIA INC ANNISTON PLANT,AL,CALHOUN,33.65099,-85.85197,Chemicals,100,-85.8519699640728,33.6509899801116
106,MOBILE SOLVENT & SUPPLY,AL,MOBILE,30.816389,-88.183056,Chemicals,100,-88.1830559953761,30.8163890216139
107,PRINCE MINERALS LLC,AL,CHEROKEE,34.1963,-85.7642,Chemicals,100,-85.7641999794064,34.1962999644716
108,NELSON BROTHERS LLC PARRISH,AL,WALKER,33.726873,-87.27038,Chemicals,100,-87.2703799736301,33.7268730060582
109,BENJAMIN MOORE & CO PELL CITY,AL,ST CLAIR,33.59194,-86.24258,Chemicals,100,-86.2425799973216,33.5919399641982
110,AMVAC CHEMICAL CO,AL,MOBILE,30.951733,-88.018265,Chemicals,100,-88.0182649972385,30.9517330014276
111,PMC ORGANOMETALLIX INC,AL,MOBILE,30.979167,-88.028833,Chemicals,100,-88.0288329579039,30.9791670214863
112,INDURON COATINGS INC,AL,JEFFERSON,33.533022,-86.794089,Chemicals,100,-86.7940889879081,33.5330220241941
113,OCCIDENTAL CHEMICAL CORP,AL,COLBERT,34.772461,-87.628159,Chemicals,100,-87.6281590086956,34.7724609645893
114,MAGNUM PRODUCTS,AL,SHELBY,33.198243,-86.777358,Chemicals,100,-86.7773579555729,33.1982430345942
115,ARCLIN USA LLC,AL,COVINGTON,31.341944,-86.524167,Chemicals,100,-86.52416698426,31.3419440056175
116,NOURYON FUNCTIONAL CHEMICALS LLC,AL,MOBILE,30.969439,-88.0175,Chemicals,100,-88.0174999919425,30.9694389887025
117,MORGAN FUEL LLC,AL,COFFEE,31.31445,-85.85614,Chemicals,100,-85.8561400334532,31.3144500059892
118,EVONIK CORP,AL,MOBILE,30.516944,-88.14028,Chemicals,100,-88.1402800181769,30.5169439804426
119,ARKEMA INC,AL,MOBILE,30.979167,-88.028833,Chemicals,100,-88.0288329579039,30.9791670214863
120,WARRIOR MET COAL LLC,AL,TUSCALOOSA,33.26151,-87.31156,Coal Mining,50,-87.3115600038955,33.2615100205175
121,TRIS USA INC,AL,LIMESTONE,34.830123,-86.965201,Computers and Electronic Products,50,-86.9652009815425,34.8301229634378
122,NEXTEK INC,AL,MADISON,34.67497,-86.76452,Computers and Electronic Products,50,-86.764520042016,34.6749699712601
123,ABACO SYSTEMS INC,AL,MADISON,34.61,-86.57,Computers and Electronic Products,50,-86.5700000182026,34.6100000214267
124,SANMINA-SCI,AL,MADISON,34.59247,-86.56261,Computers and Electronic Products,50,-86.5626100275178,34.5924700297811
125,BRUNDIDGE ELECTRONICS CORP,AL,PIKE,31.723101,-85.813909,Computers and Electronic Products,50,-85.8139089743053,31.7231009895348
126,LG ELECTRONICS USA INC,AL,MADISON,34.6622,-86.77729,Computers and Electronic Products,50,-86.7772900429374,34.6621999749939
127,BENCHMARK ELECTRONICS HUNTSVILLE INC,AL,MADISON,34.72609,-86.64917,Computers and Electronic Products,50,-86.6491699814965,34.7260899961505
128,NEPTUNE TECHNOLOGY GROUP INC,AL,ELMORE,32.52358,-85.89471,Computers and Electronic Products,50,-85.8947100086606,32.5235800265924
129,TINTRONICS INDUSTRIES,AL,MADISON,34.70079,-86.59325,Computers and Electronic Products,50,-86.5932500347232,34.7007900197877
130,BARRY STEAM PLANT,AL,MOBILE,31.0043,-88.0141,Electric Utilities,50,-88.0140999584236,31.0042999782096
131,CHARLES R LOWMAN POWER PLANT,AL,WASHINGTON,31.4887,-87.9103,Electric Utilities,50,-87.9102999866697,31.4887000191799
132,E C GASTON ELECTRIC GENERATING PLANT,AL,SHELBY,33.243803,-86.459093,Electric Utilities,50,-86.4590930250784,33.2438030276039
133,MILLER STEAM PLANT,AL,JEFFERSON,33.6331,-87.0597,Electric Utilities,50,-87.0596999765076,33.6331000261826
134,US TVA BROWNS FERRY NUCLEAR PLANT,AL,LIMESTONE,34.700399,-87.10361,Electric Utilities,50,-87.1036099869215,34.7003989632539
135,GORGAS STEAM PLANT,AL,WALKER,33.644855,-87.19986,Electric Utilities,50,-87.1998599780385,33.6448550230907
136,HUBBELL POWER SYSTEMS,AL,JEFFERSON,33.54909,-86.5532,Electrical Equipment,50,-86.5531999952536,33.5490899929623
137,APPLETON GROUP LLC,AL,DEKALB,34.485443,-85.82588,Electrical Equipment,50,-85.825880013613,34.4854429711504
138,TORAY COMPOSITE MATERIALS (AMERICA) INC,AL,MORGAN,34.625,-87.018611,Electrical Equipment,50,-87.018611035412,34.625000015467
139,SIEMENS ENERGY INC,AL,DEKALB,34.409772,-85.729364,Electrical Equipment,50,-85.7293640313404,34.409772012889
140,RHEEM MANUFACTURING WATER HEATER DIV,AL,MONTGOMERY,32.41558,-86.22829,Electrical Equipment,50,-86.2282899571079,32.4155800143462
141,HAIER US APPLIANCE SOLUTIONS INC,AL,MORGAN,34.589904,-86.950879,Electrical Equipment,50,-86.9508789613047,34.5899039886476
142,TRICON WEAR SOLUTIONS LLC,AL,JEFFERSON,33.54089,-86.69498,Fabricated Metals,25,-86.6949800185678,33.5408899750362
143,AEROSPACE COATINGS INTERNATIONAL LLC,AL,TALLADEGA,33.58415,-85.88151,Fabricated Metals,25,-85.8815099842127,33.584150002833
144,ALABAMA DYNAMICS,AL,SHELBY,33.09553,-86.74167,Fabricated Metals,25,-86.74166995546,33.0955300097938
145,UNITED PLATING INC,AL,MADISON,34.78177,-86.53217,Fabricated Metals,25,-86.5321699852947,34.7817699721286
146,MEYER UTILITY STRUCTURES LLC PLT NO 1662,AL,ST CLAIR,33.926263,-86.173502,Fabricated Metals,25,-86.1735019774241,33.9262629944469
147,PRATT & WHITNEY AUTOMATION,AL,MADISON,34.74652,-86.57872,Fabricated Metals,25,-86.5787199646656,34.7465200232069
148,WEBB WHEEL,AL,CULLMAN,34.13686,-86.8429,Fabricated Metals,25,-86.8429000268491,34.1368600150601
149,ALABAMA SPECIALTY PRODUCTS,AL,TALLADEGA,33.50479,-85.94219,Fabricated Metals,25,-85.9421900138451,33.5047900327232
150,THE GSI GROUP BREMEN AL,AL,CULLMAN,33.976877,-87.057845,Fabricated Metals,25,-87.0578449554459,33.9768769656593
151,ALL PLASTICS & FIBERGLASS INC,AL,MOBILE,30.70494,-88.23505,Fabricated Metals,25,-88.2350500348633,30.7049399975055
152,VALMONT - BIRMINGHAM GALVANIZING INC,AL,ST CLAIR,33.8759,-86.28573,Fabricated Metals,25,-86.2857300330051,33.8759000320916
153,SNAP-ON TOOLS ELKMONT MANUFACTURING,AL,LIMESTONE,34.932714,-86.987559,Fabricated Metals,25,-86.9875589709858,34.9327139942988
154,PROVIDENTIAL METALS,AL,ST CLAIR,33.856667,-86.267114,Fabricated Metals,25,-86.2671139758777,33.8566670329282
155,NUCOR CORP VULCRAFT DIV,AL,DEKALB,34.517877,-85.65346,Fabricated Metals,25,-85.6534599830935,34.5178770057853
156,NORRIS CYLINDER CO,AL,MADISON,34.5952,-86.5527,Fabricated Metals,25,-86.5526999929665,34.5952000082
157,APEC,AL,HOUSTON,31.27348,-85.40488,Fabricated Metals,25,-85.4048799743025,31.273479994623
158,KENNAMETAL INC DBA KENNAMETAL FIRTH STERLING,AL,MADISON,34.698417,-86.38296,Fabricated Metals,25,-86.3829599962655,34.6984169908985
159,PARKER HANNIFIN CORP,AL,CALHOUN,33.849444,-85.765278,Fabricated Metals,25,-85.7652779577473,33.8494439638025
160,UNITED PLATING INC,AL,MADISON,34.78383,-86.53297,Fabricated Metals,25,-86.5329700248868,34.7838299967905
161,STERIS CORP,AL,MONTGOMERY,32.409168,-86.229393,Fabricated Metals,25,-86.2293929984453,32.4091680069207
162,BLUESCOPE BUILDINGS NA INC,AL,DEKALB,34.512468,-85.845841,Fabricated Metals,25,-85.8458410283838,34.5124679905175
163,CARPENTER TECHNOLOGY CORP - ATHENS SOUTH,AL,LIMESTONE,34.658287,-86.956369,Fabricated Metals,25,-86.9563690151636,34.6582869863637
164,ASTRALLOY STEEL PRODUCTS INC,AL,JEFFERSON,33.6526,-86.72499,Fabricated Metals,25,-86.7249900372644,33.6526000170092
165,ADVANCED HEAT TREAT CORP CULLMAN,AL,CULLMAN,34.129586,-86.881673,Fabricated Metals,25,-86.8816730213107,34.1295859955656
166,SOUTHERN HEAT EXCHANGER CORP,AL,TUSCALOOSA,33.15071,-87.53049,Fabricated Metals,25,-87.5304900387558,33.1507099748278
167,SSAB WEAR SOLUTIONS LLC,AL,TUSCALOOSA,33.23391,-87.6444,Fabricated Metals,25,-87.6444000100433,33.2339100005684
168,BOLTA US INC,AL,TUSCALOOSA,33.22813,-87.6342,Fabricated Metals,25,-87.6341999993182,33.2281299910704
169,HAGER COS,AL,MONTGOMERY,32.26216,-86.36705,Fabricated Metals,25,-86.3670500241,32.2621599973657
170,FABARC STEEL SUPPLY INC,AL,CALHOUN,33.59346,-85.862909,Fabricated Metals,25,-85.8629090187821,33.5934599640761
171,CONSOLIDATED PIPE & SUPPLY CO INC,AL,JEFFERSON,33.51834,-86.87457,Fabricated Metals,25,-86.8745700423592,33.5183399771973
172,VALLEY JOIST,AL,DEKALB,34.472373,-85.694341,Fabricated Metals,25,-85.6943409642008,34.472373001267
173,M & H VALVE CO,AL,CALHOUN,33.67436,-85.83972,Fabricated Metals,25,-85.8397199978694,33.6743599657992
174,W&W-AFCO STEEL LLC,AL,MONTGOMERY,32.354033,-86.36212,Fabricated Metals,25,-86.3621199799893,32.3540330330617
175,AMERIBOLT INC,AL,TALLADEGA,33.253333,-86.206667,Fabricated Metals,25,-86.20666696923,33.253332998055
176,CMC IMPACT METALS,AL,ST CLAIR,33.591236,-86.247685,Fabricated Metals,25,-86.2476850332497,33.5912359646317
177,BAE SYSTEMS PLATFORMS & SERVICES LP,AL,CALHOUN,33.65696,-85.857418,Fabricated Metals,25,-85.8574179767764,33.6569599991462
178,NTN-BOWER CORP,AL,MARION,34.114683,-87.990358,Fabricated Metals,25,-87.9903580244535,34.1146830306946
179,CARPENTER TECHNOLOGY CORP,AL,LIMESTONE,34.658287,-86.95638,Fabricated Metals,25,-86.95637997461,34.6582869863637
180,RUSKIN CO,AL,GENEVA,31.0595,-85.8601,Fabricated Metals,25,-85.8600999868886,31.0594999676787
181,BLASTECH MOBILE LLC,AL,MOBILE,30.947479,-88.024888,Fabricated Metals,25,-88.0248880063337,30.9474790112844
182,PARKER HANNIFIN CORP,AL,MARSHALL,34.229813,-86.162882,Fabricated Metals,25,-86.1628820043037,34.2298130118217
183,CONSOLIDATED PIPE & SUPPLY CO INC,AL,JEFFERSON,33.35261,-86.9843,Fabricated Metals,25,-86.9842999729666,33.3526100260927
184,R & M MACHINE SHOP INC,AL,DEKALB,34.3969,-85.9733,Fabricated Metals,25,-85.9733000196071,34.3968999703112
185,STAMPED PRODUCTS INC,AL,ETOWAH,33.98156,-85.957305,Fabricated Metals,25,-85.9573049769842,33.9815599751538
186,ITW SEXTON INC,AL,MORGAN,34.54994,-86.97723,Fabricated Metals,25,-86.977229962186,34.5499400204576
187,NIBROCK INC,AL,MOBILE,30.87351,-88.20975,Fabricated Metals,25,-88.2097499730329,30.8735099891517
188,VULCAN THREADED PRODUCTS INC,AL,SHELBY,33.312394,-86.802279,Fabricated Metals,25,-86.8022790181849,33.3123939911199
189,PRECOAT METALS,AL,JEFFERSON,33.43891,-86.97289,Fabricated Metals,25,-86.9728900213853,33.4389100019641
190,LB FOSTER CO,AL,JEFFERSON,33.54731,-86.87877,Fabricated Metals,25,-86.8787700256385,33.5473100181221
191,ENERGY ABSORPTION SYSTEMS INC PLT 1577,AL,ST CLAIR,33.594089,-86.241828,Fabricated Metals,25,-86.2418280175973,33.5940889681531
192,WORTHINGTON INDUSTRIES THEODORE,AL,MOBILE,30.5534,-88.13605,Fabricated Metals,25,-88.1360500311671,30.5534000333981
193,SERVICE MACHINE,AL,HOUSTON,31.271427,-85.386349,Fabricated Metals,25,-85.3863489876325,31.2714269803185
194,BODYCOTE THERMAL PROCESSING INC,AL,LIMESTONE,34.775254,-86.971573,Fabricated Metals,25,-86.9715730013473,34.7752540058713
195,METALPLATE GALVANIZING LP,AL,JEFFERSON,33.53686,-86.77232,Fabricated Metals,25,-86.7723200237965,33.5368600215765
196,DORMAKABA USA INC HUNTSVILLE,AL,MADISON,34.78178,-86.52472,Fabricated Metals,25,-86.5247199871489,34.781780006398
197,QUALICO MISCELLANEOUS INC,AL,MONTGOMERY,32.35454,-86.3621,Fabricated Metals,25,-86.3621000373899,32.3545400250742
198,VOESTALPINE NORTRAK INC,AL,JEFFERSON,33.63383,-86.73218,Fabricated Metals,25,-86.7321799731355,33.6338300111311
199,TYONEK MANUFACTURING GROUP,AL,MADISON,34.69214,-86.75928,Fabricated Metals,25,-86.7592799893007,34.6921399641415
200,HANNA STEEL CORP,AL,JEFFERSON,33.497505,-86.911426,Fabricated Metals,25,-86.9114260320045,33.4975049811913
201,QUALICO STEEL CO INC,AL,HOUSTON,31.259067,-85.274224,Fabricated Metals,25,-85.2742239688145,31.2590670268979
