__OBJECTID,FACILITY NAME,STATE,COUNTY,LATITUDE,LONGITUDE,INDUSTRY SECTOR,INDICATOR SCORE,x,y
16,PMC ORGANOMETALLIX INC,KY,CARROLL,38.685954,-85.146363,CHEMICALS,100,-85.1463629815016,38.6859539878894
17,CHROMASCAPE INC,KY,HARRISON,38.37301,-84.29329,CHEMICALS,100,-84.2932899991938,38.3730100250223
18,DART POLYMERS INC,KY,DAVIESS,37.795833,-87.146389,CHEMICALS,100,-87.1463890183927,37.7958330258712
19,GREENFIELD GLOBAL USA INC,KY,SHELBY,38.2031,-85.27408,CHEMICALS,100,-85.2740799688745,38.2030999662566
20,PARALLEL PRODUCTS OF KENTUCKY,KY,JEFFERSON,38.22096,-85.78699,CHEMICALS,100,-85.7869899686699,38.2209600213373
21,KUSTOM GROUP,KY,BOONE,38.92344,-84.6106,CHEMICALS,100,-84.6106000205413,38.9234400338465
22,CLARIANT CORP 12TH STREET FACILITY,KY,JEFFERSON,38.233611,-85.7755,CHEMICALS,100,-85.7754999771968,38.2336110053964
23,SHERWIN-WILLIAMS CO,KY,MADISON,37.720278,-84.285833,CHEMICALS,100,-84.2858329941889,37.7202780006619
24,KELLEY TECHNICAL COATINGS INC,KY,JEFFERSON,38.2295,-85.77987,CHEMICALS,100,-85.7798700115595,38.2295000103498
25,LUBRIZOL ADVANCED MATERIALS INC,KY,MARSHALL,37.046288,-88.325437,CHEMICALS,100,-88.3254369916154,37.0462879790451
26,YOKOHAMA INDUSTRIES AMERICAS (SEALANT DIV),KY,WOODFORD,38.06431,-84.72223,CHEMICALS,100,-84.7222299778062,38.0643100237359
27,COMMONWEALTH AGRI-ENERGY LLC,KY,CHRISTIAN,36.81342,-87.41009,CHEMICALS,100,-87.4100900090351,36.8134199814368
28,LUBRIZOL ADVANCED MATERIALS INC,KY,JEFFERSON,38.221389,-85.828611,CHEMICALS,100,-85.8286109819083,38.2213889712686
29,LOUISVILLE PACKAGING,KY,JEFFERSON,38.141228,-85.754515,CHEMICALS,100,-85.7545149728337,38.1412280133378
30,CAMCO CHEMICAL CO INC,KY,KENTON,38.97441,-84.60954,CHEMICALS,100,-84.609540008506,38.9744100193048
31,CATALENT PHARMA SOLUTIONS,KY,CLARK,38.01643,-84.17959,CHEMICALS,100,-84.1795899641883,38.016429993615
32,SHERWIN-WILLIAMS CO,KY,WARREN,36.93149,-86.49988,CHEMICALS,100,-86.499880042407,36.9314899703734
33,SEKISUI SPECIALTY CHEMICALS AMERICA LLC,KY,MARSHALL,37.043889,-88.3525,CHEMICALS,100,-88.3524999971909,37.0438889659799
34,EUROFINS MWG OPERON LLC,KY,JEFFERSON,38.21128,-85.52346,CHEMICALS,100,-85.5234600172575,38.2112800281165
35,BASF CORP,KY,JEFFERSON,38.27227,-85.80322,CHEMICALS,100,-85.8032200105711,38.2722699675086
36,WESTLAKE PVC CORP,KY,MARSHALL,37.045833,-88.350556,CHEMICALS,100,-88.3505560429161,37.045832976147
37,CHEMOURS LOUISVILLE PLANT,KY,JEFFERSON,38.217166,-85.841979,CHEMICALS,100,-85.8419789913143,38.2171659838878
38,BENDA-LUTZ CORP,KY,BOONE,38.94722,-84.61511,CHEMICALS,100,-84.6151100124252,38.9472200152442
39,MAGNI INDUSTRIES INC,KY,BOONE,38.95039,-84.6174,CHEMICALS,100,-84.6173999977475,38.9503899651627
40,DOW SILICONES CORP,KY,HARDIN,37.66512,-85.83685,CHEMICALS,100,-85.8368499703681,37.6651200185549
41,ESTRON CHEMICALS INC,KY,MARSHALL,37.043639,-88.354639,CHEMICALS,100,-88.354638975714,37.0436390151308
42,ALLNEX USA INC,KY,JEFFERSON,38.180278,-85.753611,CHEMICALS,100,-85.7536109981633,38.1802779699208
43,HEXION INC,KY,JEFFERSON,38.195278,-85.872222,CHEMICALS,100,-85.8722220329956,38.1952779835218
44,ZEON CHEMICALS LP,KY,JEFFERSON,38.221946,-85.827115,CHEMICALS,100,-85.8271150174657,38.2219460095815
45,DYNO NOBEL INC,KY,MUHLENBERG,37.239167,-87.295,CHEMICALS,100,-87.2950000107904,37.2391669930385
46,AMFINE CHEMICAL CORP,KY,CHRISTIAN,36.790449,-87.378331,,100,-87.3783309704804,36.7904489901798
47,MARCUS PAINT CO,KY,JEFFERSON,38.25436,-85.74886,,100,-85.7488599882886,38.254360012571
48,MONUMENT CHEMICAL KENTUCKY LLC,KY,MEADE,38.002597,-86.117905,,100,-86.1179049749953,38.0025970115605
49,KINGSFORD MANUFACTURING CO,KY,METCALFE,36.8775,-85.659722,,100,-85.659721959276,36.8774999701078
50,ZSCHIMMER & SCHWARZ INTERPOLYMER,KY,JEFFERSON,38.15087,-85.89474,,100,-85.8947400123911,38.150869987076
51,OWENSBORO SPECIALTY POLYMERS INC,KY,DAVIESS,37.8125,-87.05,,100,-87.0499999680697,37.8125000175259
52,INTERPLASTIC CORP-FORT WRIGHT,KY,KENTON,39.04495,-84.51196,,100,-84.5119599717794,39.04494999189
53,WACKER CHEMICAL CORP POLYMERS DIV,KY,MARSHALL,37.044796,-88.349313,,100,-88.3493130440575,37.044795980939
54,EVONIK CORP,KY,MARSHALL,37.054722,-88.335,,100,-88.3350000069725,37.0547220314604
55,JLOK CORP,KY,HOPKINS,37.27715,-87.487822,,100,-87.4878220390538,37.2771499805971
56,AMERICAN SYNTHETIC RUBBER CO,KY,JEFFERSON,38.209317,-85.847511,,100,-85.847510996497,38.2093169959264
57,ROHM & HAAS - LOUISVILLE PL ANT,KY,JEFFERSON,38.2123,-85.8481,,100,-85.8481000218288,38.2123000272838
58,ZEOCHEM LLC,KY,JEFFERSON,38.233396,-85.774786,,100,-85.774785996209,38.2333960022828
59,KELLEY TECHNICAL COATINGS INC,KY,JEFFERSON,38.23123,-85.77925,,100,-85.7792499943504,38.2312299886257
60,GEON PERFORMANCE SOLUTIONS,KY,JEFFERSON,38.22333,-85.83079,,100,-85.830790025293,38.2233300121947
61,PPG ARCHITECTURAL COATINGS,KY,JEFFERSON,38.15354,-85.75182,,100,-85.7518200269813,38.1535400065442
62,ENNIS FLINT - PARIS,KY,BOURBON,38.2161,-84.28348,,100,-84.2834800369652,38.2160999647749
63,WESTLAKE VINYLS INC,KY,MARSHALL,37.051111,-88.334167,,100,-88.3341669992096,37.0511110141501
64,ARKEMA INC,KY,MARSHALL,37.056699,-88.365727,,100,-88.3657269710974,37.0566990279254
65,CALGON CARBON CORP,KY,BOYD,38.33721,-82.58925,,100,-82.5892499550989,38.3372099944405
66,OWENSBORO GRAIN BIODIESEL LLC,KY,DAVIESS,37.785195,-87.142851,,100,-87.1428510036462,37.7851949693703
67,VANDERBILT CHEMICALS LLC-MURRAY DIV,KY,CALLOWAY,36.647333,-88.300444,,100,-88.3004439739491,36.6473330144806
68,TEKNOR COLOR COMPANY/TEKNOR PE RFORMANCE ELASTOMERS,KY,HENDERSON,37.80631,-87.63358,,100,-87.6335799821091,37.8063099996256
69,CYMETECH CORP,KY,MARSHALL,37.046288,-88.325437,,100,-88.3254369916154,37.0462879790451
70,CARBIDE INDUSTRIES LLC,KY,JEFFERSON,38.22352,-85.83757,,100,-85.8375699700684,38.2235199920392
71,NELSON BROTHERS LLC,KY,LEWIS,38.624785,-83.128676,,100,-83.1286759762933,38.6247850005496
72,CYTECH PRODUCTS INC,KY,HARDIN,37.68398,-85.91345,,100,-85.9134500332972,37.6839799707249
73,MINOVA USA INC,KY,SCOTT,38.19877,-84.54531,,100,-84.5453100165338,38.1987700237602
74,IOFINA CHEMICAL INC,KY,KENTON,39.00231,-84.534138,,100,-84.5341380286714,39.0023100302896
75,VEOLIA WURTLAND PLANT,KY,GREENUP,38.555556,-82.789167,,100,-82.7891669673077,38.5555560335764
76,RUSSTECH ADMIXTURES INC,KY,JEFFERSON,38.21768,-85.54677,,100,-85.546770041239,38.2176800022213
77,KINGSFORD MANUFACTURING CO,KY,PULASKI,36.96698,-84.5869,,100,-84.586900037895,36.9669799717571
78,AVANTOR PERFORMANCE MATERIALS,KY,BOURBON,38.229722,-84.2525,,100,-84.2525000174248,38.2297220110056
79,THE MUHLENBERG COUNTY COAL CO - PRIDE MINE,KY,MUHLENBERG,37.422379,-87.094039,,50,-87.0940389765584,37.4223789660983
80,WESTERN KENTUCKY RESOURCES LLC - EQUALITY BARGE LOADER,KY,OHIO,37.360278,-87.094444,,50,-87.09444402692,37.3602779965888
81,KENAMERICAN RESOURCES INC,KY,MUHLENBERG,37.299999,-87.208344,,50,-87.2083440269078,37.2999989786718
82,THE WESTERN KENTUCKY COAL CO - GENESIS MINE,KY,OHIO,37.401707,-87.067762,,50,-87.0677619968565,37.4017070047921
83,SUMITOMO ELECTRIC WIRING SYSTEMS INC,KY,METCALFE,37.00268,-85.60305,,50,-85.6030500327783,37.0026799908696
84,CERADYNE INC A 3M CO,KY,FAYETTE,38.06301,-84.54303,,50,-84.5430300025112,38.0630099959375
85,GENERAL EQUIPMENT & MANUFACTURING CO INC,KY,JEFFERSON,38.15698,-85.70375,,50,-85.7037500083182,38.1569800105514
86,RONAN ENGINEERING CO,KY,KENTON,38.97576,-84.60296,,50,-84.6029600287129,38.9757600342171
87,US TVA SHAWNEE FOSSIL PLANT,KY,MCCRACKEN,37.151972,-88.777324,,50,-88.777323985003,37.151972022223
88,OWENSBORO MUNICIPAL UTILITIES ELMER SMITH STATION,KY,DAVIESS,37.79513,-87.060675,,50,-87.060675007917,37.7951299887052
89,JOHN S COOPER POWER STATION,KY,PULASKI,36.998771,-84.591232,,50,-84.5912319836896,36.9987709864807
90,US TVA PARADISE FOSSIL PLANT,KY,MUHLENBERG,37.2596,-86.9802,,50,-86.9801999721783,37.2596000213465
91,KENTUCKY UTILITIES CO GHENT STATION,KY,CARROLL,38.7497,-85.035,,50,-85.0350000035392,38.7497000020084
92,LOUISVILLE GAS & ELECTRIC CO - MILL CREEK STATION,KY,JEFFERSON,38.0501,-85.9076,,50,-85.907600024504,38.0500999849666
93,DUKE ENERGY KENTUCKY INC - EAST BEND GENERATING STATION,KY,BOONE,38.904444,-84.848333,,50,-84.8483329621081,38.9044439749419
94,BIG RIVERS ELECTRIC CORP REID/GREEN/HMP&L STATION II,KY,HENDERSON,37.646078,-87.502778,,50,-87.5027780003875,37.6460780210586
95,KENTUCKY UTILITIES CO - E W BROWN STATION,KY,MERCER,37.788963,-84.713823,,50,-84.7138230043882,37.7889630069511
96,LOUISVILLE GAS & ELECTRIC CO - TRIMBLE COUNTY STATION,KY,TRIMBLE,38.584751,-85.411645,,50,-85.4116450070441,38.5847509828198
97,SPURLOCK POWER STATION,KY,MASON,38.700097,-83.817506,,50,-83.8175060226182,38.7000969819308
98,BIG RIVERS ELECTRIC CORP WILSON STATION,KY,OHIO,37.449769,-87.080298,,50,-87.0802979866464,37.4497689882647
99,ENERSYS DELAWARE INC,KY,MADISON,37.734001,-84.292892,,50,-84.2928919556915,37.7340010344338
100,GE APPLIANCES A HAIER CO - APPLIANCE PARK,KY,JEFFERSON,38.17804,-85.65013,,50,-85.6501300181668,38.1780399710047
101,DENYO MANUFACTURING CORP,KY,BOYLE,37.63087,-84.80266,,50,-84.8026600079491,37.6308699763278
102,TOKAI CARBON GE LLC,KY,FULTON,36.571111,-89.186111,,50,-89.1861109788683,36.5711109830461
103,SUPERIOR BATTERY MANUFACTURING CO INC,KY,RUSSELL,37.067819,-85.005416,,50,-85.0054159659503,37.067818986842
104,SCHNEIDER ELECTRIC USA INC,KY,FAYETTE,38.07563,-84.52338,,50,-84.5233799844918,38.075629990102
105,LEDVANCE LLC,KY,WOODFORD,38.044722,-84.750278,,50,-84.7502779860907,38.0447220045785
106,OKONITE CO INC,KY,MADISON,37.69457,-84.25938,,50,-84.2593800345228,37.694570029392
107,SUMITOMO ELECTRIC WIRING SYSTE MS INC,KY,ALLEN,36.763482,-86.185205,,50,-86.185204959451,36.7634819661785
108,GENERAL CABLE CORP,KY,ANDERSON,38.0626,-84.92103,,50,-84.9210300247907,38.0625999883638
109,EMERSON ELECTRIC CO,KY,LOGAN,36.83908,-86.91344,,50,-86.91343996504,36.8390800181322
110,BAE SYSTEMS,KY,JEFFERSON,38.171047,-85.759426,,25,-85.7594259726605,38.1710470260838
111,EMHART TEKNOLOGIES,KY,CHRISTIAN,36.83893,-87.45494,,25,-87.4549400165623,36.8389299747836
112,WORTHINGTON INDUSTRIES PADUCAH,KY,MCCRACKEN,37.04833,-88.56873,,25,-88.5687299658017,37.048330009362
113,GOTEC PLUS SUN LLC,KY,GRANT,38.64552,-84.57159,,25,-84.5715899606762,38.6455199748195
114,MORGANFIELD ADHESIVE PLANT,KY,UNION,37.697155,-87.857214,,25,-87.8572139551232,37.6971550243378
115,MODERN WELDING CO OF OWENSBORO INC,KY,DAVIESS,37.76539,-87.09421,,25,-87.0942100157885,37.7653900203129
116,MUBEA INC,KY,BOONE,38.972222,-84.617778,,25,-84.6177780088191,38.972221978141
117,CALDWELL TANKS INC,KY,JEFFERSON,38.15221,-85.68907,,25,-85.6890700094397,38.1522099892214
118,KENTUCKY CHROME WORKS,KY,HART,37.170278,-85.918333,,25,-85.9183330056871,37.170278028417
119,KOWA KENTUCKY  INC,KY,KNOX,36.909444,-84.061944,,25,-84.0619439894657,36.9094439711435
120,PRECISION MACHINE INC,KY,MCCRACKEN,37.07467,-88.58891,,25,-88.5889099898388,37.074670005367
121,THYSSENKRUPP ROTHE ERDE USA INC,KY,BOONE,38.97241,-84.60327,,25,-84.6032700373175,38.9724099861201
122,INSTEEL WIRE PRODUCTS,KY,FULTON,36.558472,-89.210306,,25,-89.2103060230677,36.5584719652951
123,PORTLAND FORGE,KY,MARION,37.577067,-85.236197,,25,-85.2361970251964,37.5770670135883
124,AICHI FORGE USA INC,KY,SCOTT,38.28691,-84.55119,,25,-84.5511900290576,38.2869100328438
125,BODYCOTE - WINCHESTER,KY,CLARK,38.01697,-84.18115,,25,-84.1811499785107,38.016969984642
126,CENTRAL KENTUCKY PROCESSING INC,KY,FAYETTE,38.01376,-84.43982,,25,-84.4398200442359,38.0137599873776
127,THUSSENKRUPP ROTHE ERDE USA INC,KY,BOONE,38.97405,-84.60372,,25,-84.6037200034433,38.9740500063259
128,STEMCO PRODUCTS INC,KY,MADISON,37.58673,-84.29486,,25,-84.2948599848159,37.5867299749537
129,TRACE DIE CAST INC,KY,WARREN,37.01438,-86.388782,,25,-86.3887819776219,37.0143799756857
130,PHOENIX FABRICATORS & ERECTORS INC,KY,WEBSTER,37.62488,-87.52449,,25,-87.5244900113101,37.6248799882762
131,SEGEPO-FSM INC.,KY,CAMPBELL,39.03062,-84.44331,,25,-84.4433099991147,39.030619969319
132,NASHVILLE WIRE PRODUCTS,KY,FRANKLIN,38.174515,-84.800334,,25,-84.8003340001839,38.174515016868
133,YKK (USA) INC SNAP & BUTTON PRODUCTS,KY,ANDERSON,38.035467,-84.883382,,25,-84.8833819905594,38.0354669806693
134,STANLEY BLACK & DECKER,KY,SHELBY,38.20098,-85.26196,,25,-85.2619599888927,38.2009799954457
135,ENSIGN-BICKFORD AEROSPACE & DEFENSE CO,KY,MUHLENBERG,37.239167,-87.295,,25,-87.2950000107904,37.2391669930385
136,CONTECH ENGINEERED SOLUTIONS LLC,KY,CLARK,38.01301,-84.18396,,25,-84.1839599985509,38.0130099816467
137,STUPP BRIDGE CO,KY,WARREN,36.92467,-86.50745,,25,-86.5074499656433,36.924669988061
138,GREIF PACKAGING LLC,KY,BOONE,38.97976,-84.63162,,25,-84.631619969369,38.9797599945495
139,TRI-STATE PLATING INC,KY,JEFFERSON,38.2379,-85.77332,,25,-85.7733200354969,38.237899997695
140,INTERNATIONAL CRANKSHAFT INC,KY,SCOTT,38.19843,-84.54348,,25,-84.543479968637,38.1984300330236
141,MSSC-US,KY,CHRISTIAN,36.82986,-87.43815,,25,-87.4381499649129,36.8298599655585
142,WALD LLC,KY,MASON,38.638889,-83.747222,,25,-83.7472220144518,38.6388889973023
143,NEO INDUSTRIES (KENTUCKY) INC,KY,OHIO,37.38576,-86.86759,,25,-86.86759004277,37.3857600016528
144,HAUSNER HARD-CHROME OF KENTUCKY,KY,DAVIESS,37.78725,-87.15451,,25,-87.1545099682242,37.7872500347108
145,HENDRICK SCREEN CO,KY,DAVIESS,37.7873,-87.15286,,25,-87.1528600325418,37.7873000138242
146,SARGENT & GREENLEAF,KY,JESSAMINE,37.86131,-84.57022,,25,-84.5702200298679,37.861309992052
147,KOBE ALUMINUM AUTOMOTIVE PRODUCTS LLC,KY,WARREN,36.93754,-86.5055,,25,-86.505499992656,36.9375399929092
148,PRECOAT METALS,KY,HANCOCK,37.933889,-86.775278,,25,-86.775277996364,37.9338889938851
149,O'NEAL MANUFACTURING SERVICES,KY,JEFFERSON,38.17551,-85.75569,,25,-85.7556899692253,38.1755099672035
150,NHK SPRING PRECISION OF AMERICA,KY,JEFFERSON,38.126754,-85.881756,,25,-85.881756032769,38.1267540068498
151,CMC REBAR,KY,JEFFERSON,38.25997,-85.50669,,25,-85.506689998039,38.2599700003053
152,GE ALSTOM POWER,KY,BOONE,39.04434,-84.63138,,25,-84.6313800293566,39.0443400090609
153,CONSTELLIUM BOWLING GREEN,KY,WARREN,37.03641,-86.312333,,25,-86.3123330113236,37.0364100174201
154,ITW COMMERCIAL CONSTRUCTION NA,KY,BOURBON,38.225556,-84.247222,,25,-84.2472219659729,38.2255560338799
155,HINES PRECISION INC,KY,DAVIESS,37.73491,-87.00282,,25,-87.0028200001901,37.7349099684395
156,AZZ GALVANIZING SERVICES-LOUISVILLE,KY,JEFFERSON,38.16603,-85.75981,,25,-85.7598100024444,38.1660300223732
157,BLUEGRASS DAIRY & FOOD INC,KY,BARREN,36.988889,-85.934167,,25,-85.9341669803796,36.9888889980041
158,CHAMPION PETFOODS USA INC,KY,LOGAN,36.875458,-86.671638,,25,-86.6716380145622,36.8754580238806
159,CARGILL FEED & NUTRITION WINCHESTER,KY,CLARK,38.024523,-84.239706,,25,-84.2397060314853,38.0245230016944
160,SAPUTO DAIRY FOODS USA LLC,KY,CALLOWAY,36.61739,-88.29822,,25,-88.2982200148003,36.6173900148284
161,PILGRIMS PRIDE CORP MAYFIELD KY FACILITY,KY,GRAVES,36.830304,-88.653122,,25,-88.6531220155053,36.8303039644872
162,PRAIRIE FARMS DAIRY,KY,PULASKI,37.087139,-84.596818,,25,-84.5968179776208,37.0871389992081
163,COBB-VANTRESS INC - FEED MILL,KY,CLINTON,36.700753,-85.160764,,25,-85.1607639636529,36.7007529827413
164,WINCHESTER FARMS DAIRY,KY,CLARK,38.0125,-84.179722,,25,-84.179722016535,38.0124999705353
165,TREEHOUSE FOODS,KY,CALDWELL,37.108399,-87.91962,,25,-87.9196200077425,37.1083990023128
166,KEYSTONE FOODS,KY,SIMPSON,36.67844,-86.56455,,25,-86.5645500292054,36.67844001523
167,CTI FOODS,KY,BATH,38.127065,-83.772046,,25,-83.7720459691816,38.1270650058698
168,PERDUE FARMS INC LIVERMORE FEEDMILL,KY,MCLEAN,37.479167,-87.138889,,25,-87.1388889840856,37.4791670337727
169,T MARZETTI CO,KY,HART,37.15926,-85.91726,,25,-85.9172599680802,37.1592600197454
170,AARHUSKARLSHAMN AAK,KY,JEFFERSON,38.216202,-85.784844,,25,-85.7848439832877,38.2162020221006
171,GIVAUDAN FLAVORS CORP,KY,BOONE,38.96426,-84.62897,,25,-84.6289700291124,38.9642600247104
172,DARLING INGREDIENTS INC,KY,LOGAN,36.902222,-86.876111,,25,-86.8761110123975,36.9022219699893
173,OWENSBORO GRAIN CO LLC,KY,DAVIESS,37.77541,-87.10291,,25,-87.1029100196521,37.7754099959442
174,RIDLEY BLOCK OPERATIONS,KY,FLEMING,38.4471,-83.73918,,25,-83.7391800265337,38.4470999784351
175,DARLING INGREDIENTS INC,KY,PENDLETON,38.731961,-84.407214,,25,-84.4072139841998,38.7319610158499
176,KEYSTONE FOODS,KY,CLINTON,36.760028,-85.178611,,25,-85.1786109730655,36.7600279903357
177,SWIFT & CO,KY,JEFFERSON,38.256,-85.726944,,25,-85.726943969965,38.2560000247417
178,PERDUE CROMWELL PROCESSING PLANT,KY,OHIO,37.348028,-86.793333,,25,-86.793332965765,37.3480280345218
179,BIORIGIN/PTX FOOD CORP,KY,JEFFERSON,38.13506,-85.89858,,25,-85.8985800407361,38.1350600029478
180,ALLTECH INC,KY,WASHINGTON,37.690821,-85.228066,,25,-85.2280660142337,37.6908209975297
181,FERRARA CANDY CO,KY,JEFFERSON,38.20626,-85.80334,,25,-85.8033400254931,38.2062600066114
182,ALLTECH INC,KY,JESSAMINE,37.9328,-84.5547,,25,-84.5547000163672,37.9327999909148
183,TYSON CHICKEN INC FEED MILL,KY,WEBSTER,37.628703,-87.528216,,25,-87.5282160434456,37.6287029986233
184,TYSON CHICKEN INC PROCESSING & RENDERING,KY,HENDERSON,37.656628,-87.51415,,25,-87.5141500430638,37.6566279736192
185,PILGRIM'S PRIDE CORP MAYFIELD KY FEED MILL,KY,GRAVES,36.724281,-88.659544,,25,-88.6595439816399,36.7242809982457
186,BORDEN DAIRY,KY,LAUREL,37.141408,-84.106508,,25,-84.1065079734064,37.1414079973033
187,THE SMITHFIELD PACKAGED MEATS CORP - GRAYSON,KY,CARTER,38.348569,-82.930448,,25,-82.9304479764816,38.3485689754233
188,CABINETWORKS GROUP MT STERLING,KY,MONTGOMERY,38.09259,-83.8995,,25,-83.8995000196708,38.0925899700184
189,NOF - FORDSVILLE,KY,OHIO,37.631667,-86.723333,,25,-86.7233330048913,37.6316669876258
190,MOUSER CUSTOM CABINETRY,KY,HARDIN,37.7423,-85.8927,,25,-85.8927000282124,37.7423000245803
191,PAN OSTON CO,KY,WARREN,37.03666,-86.33781,,25,-86.337810041265,37.0366599920693
192,SAFETY-KLEEN SYSTEMS INC,KY,HENRY,38.43196,-85.23487,,25,-85.2348700338587,38.4319600044742
193,SAFETY-KLEEN SYSTEMS LOUISVILLE (LOU),KY,JEFFERSON,38.16171,-85.75165,,25,-85.751649975898,38.1617100248039
194,SAFETY-KLEEN SYSTEMS LEXINGTON (LEK),KY,FAYETTE,37.96126,-84.37347,,25,-84.3734700281932,37.9612599665913
195,WELDING ALLOYS USA INC,KY,BOONE,38.95892,-84.6195,,25,-84.6194999893872,38.9589199851552
196,STOODY CO,KY,WARREN,36.92996,-86.49462,,25,-86.4946199572609,36.9299600299538
197,HYSTER YALE GROUP INC,KY,MADISON,37.60125,-84.29989,,25,-84.2998900114178,37.6012500000337
198,NEMAK; GLASGOW PLANT #2,KY,BARREN,37.008381,-85.943051,,25,-85.9430509592134,37.0083809644143
199,ESCO CORP,KY,KENTON,39.01549,-84.52681,,25,-84.5268100217412,39.0154900341246
200,TRANE TECHNOLOGIES,KY,FAYETTE,38.074802,-84.512506,,25,-84.5125059678091,38.0748019817762
201,OBARA CORP USA,KY,BOONE,39.04021,-84.62749,,25,-84.6274899648503,39.0402100153615
202,ITW FEG LLC HOBART DANVILLE DIV,KY,BOYLE,37.6228,-84.8193,,25,-84.819300040946,37.6227999956769
203,MTD CONSUMER GROUP INC - LEITCHFIELD FACILITY,KY,GRAYSON,37.516717,-86.289504,,25,-86.2895040351767,37.5167169712231
204,M-I LLC SWECO DIV,KY,BOONE,38.979167,-84.619444,,25,-84.619444024345,38.9791669772306
205,MISA METAL FABRICATING INC,KY,JEFFERSON,38.1652,-85.8859,,25,-85.8858999611747,38.1652000015067
206,DONALDSON CO INC,KY,JESSAMINE,37.88846,-84.58642,,25,-84.5864199782071,37.8884599825425
207,ATLAS EQUIPMENT SERVICES INC,KY,GRAVES,36.767666,-88.649443,,25,-88.6494429652592,36.7676659810437
208,VOGT ICE LLC,KY,JEFFERSON,38.2325,-85.77136,,25,-85.7713600013784,38.2324999962473
209,INGERSOLL RAND CAMPBELLSVILLE OPERATIONS,KY,TAYLOR,37.344444,-85.333889,,25,-85.3338889920074,37.3444440190803
210,JACKSON WWS INC,KY,KNOX,36.928611,-83.936667,,25,-83.9366670060675,36.9286110201218
211,HYDRO GEAR,KY,CALDWELL,37.11093,-87.91208,,25,-87.9120799984052,37.1109300096734
212,BRIGGS & STRATTON CORP,KY,CALLOWAY,36.610556,-88.296389,,25,-88.2963889787566,36.6105560228095
213,GREENHECK FAN CORP KENTUCKY,KY,FRANKLIN,38.1643,-84.80945,,25,-84.8094500138556,38.1642999775614
214,LINK-BELT CRANES LP LLLP A DELAWARE LTD LIABILITY L,KY,FAYETTE,38.01214,-84.43791,,25,-84.4379099564473,38.0121400021887
215,INTELLIGRATED SYSTEMS LLC,KY,BOYLE,37.63182,-84.7942,,25,-84.7942000339294,37.6318200145243
216,TREES N TRENDS,KY,MCCRACKEN,37.047037,-88.568986,,25,-88.5689859856577,37.0470370142764
217,FREUDENBERG HOPKINSVILLE KY SITE,KY,CHRISTIAN,36.83172,-87.43952,,25,-87.4395199855527,36.8317199982694
218,DANA SEALING MANUFACTURING LLC,KY,BOYLE,37.628479,-84.78959,,25,-84.7895899697228,37.6284790334392
219,BYK USA INC,KY,JEFFERSON,38.232492,-85.775706,,25,-85.7757059608915,38.2324920226049
220,CONTINENTAL SILVER GROVE LLC,KY,CAMPBELL,39.03672,-84.39019,,25,-84.3901900112504,39.0367199776021
221,FORTERRA CONCRETE INDUSTRIES INC - LEXINGTON,KY,FAYETTE,38.05696,-84.53291,,25,-84.532910031678,38.0569600115705
222,LEDVANCE LLC,KY,WOODFORD,38.04449,-84.75366,,25,-84.7536599634724,38.0444900312901
