__OBJECTID,4. FACILITY NAME,8. ST,7. COUNTY,12. LATITUDE,13. LONGITUDE,20. INDUSTRY SECTOR,RISK SCORE,x,y
30,BIG RIVER RESOURCES WEST BURLINGTON LLC,IA,DES MOINES,40.831246,-91.220385,Chemicals,100,-91.2203850164718,40.8312459869485
31,BASF CORP,IA,STORY,42.040204,-93.583221,Chemicals,100,-93.5832210133455,42.0402039863148
32,LINCOLNWAY ENERGY LLC,IA,STORY,42.02344,-93.51171,Chemicals,100,-93.5117099963325,42.0234400045311
33,SOUTHWEST IOWA RENEWABLE ENERGY,IA,POTTAWATTAMIE,41.16747,-95.82403,Chemicals,100,-95.8240300416875,41.1674699945029
34,CARGILL-VITAMIN E,IA,MONROE,41.139136,-92.646194,Chemicals,100,-92.6461939998667,41.1391359732411
35,QUAD COUNTY CORN PROCESSORS,IA,IDA,42.47684,-95.41516,Chemicals,100,-95.4151600434899,42.4768400254677
36,AGROLIQUID - WILLIAMS,IA,HAMILTON,42.49267,-93.54831,Chemicals,100,-93.5483099661218,42.4926699860267
37,REG RALSTON LLC,IA,CARROLL,42.041044,-94.635924,Chemicals,100,-94.6359239961288,42.041043997399
38,POET BIOREFINING,IA,HAMILTON,42.32502,-93.65963,Chemicals,100,-93.6596300046137,42.3250200048737
39,OMNIUM,IA,FRANKLIN,42.72747,-93.22769,Chemicals,100,-93.2276900122785,42.7274699818333
40,FLINT HILLS RESOURCES IOWA FALLS LLC,IA,HARDIN,42.5048,-93.2833,Chemicals,100,-93.2833000402789,42.5047999958471
41,KOCH FERTILIZER FT DODGE LLC,IA,WEBSTER,42.499406,-94.017177,Chemicals,100,-94.0171770048413,42.4994060138438
42,INTEGRATED DNA TECHNOLOGIES,IA,JOHNSON,41.69626,-91.61456,Chemicals,100,-91.6145600139256,41.6962600126041
43,AG PROCESSING INC-ALGONA METHYL ESTER,IA,KOSSUTH,43.077561,-94.18751,Chemicals,100,-94.1875099794613,43.0775609788007
44,SIEGWERK USA CO EAST FACILITY,IA,POLK,41.58759,-93.58711,Chemicals,100,-93.5871099998735,41.5875900299984
45,ELANCO FORT DODGE,IA,WEBSTER,42.52314,-94.21156,Chemicals,100,-94.2115600355738,42.5231400261316
46,THE ANDERSONS INC - SIOUX CITY,IA,WOODBURY,42.48715,-96.39377,Chemicals,100,-96.3937699816391,42.4871500208783
47,WESTERN DUBUQUE BIODIESEL LLC,IA,DUBUQUE,42.45123,-91.01887,Chemicals,100,-91.018869991204,42.4512299719836
48,DIAMOND VOGEL PAINT CO INC,IA,DES MOINES,40.823767,-91.102897,Chemicals,100,-91.1028969655761,40.8237670297699
49,WESTERN IOWA ENERGY LLC,IA,SAC,42.25552,-95.09113,Chemicals,100,-95.0911299949966,42.2555199822834
50,DANISCO US INC,IA,LINN,41.9385,-91.63893,Chemicals,100,-91.6389299601108,41.9385000036968
51,BASF,IA,POWESHIEK,41.70571,-92.55577,Chemicals,100,-92.5557700325249,41.7057099948958
52,POET BIOREFINING - EMMETSBURG LLC,IA,PALO ALTO,43.09746,-94.65536,Chemicals,100,-94.6553600354476,43.0974600160397
53,GREEN PLAINS SUPERIOR LLC,IA,DICKINSON,43.431367,-94.95422,Chemicals,100,-94.9542200083321,43.4313670185658
54,VALENT BIOSCIENCES LLC,IA,MITCHELL,43.27015,-92.80137,Chemicals,100,-92.8013699701923,43.2701500114782
55,GOLDEN GRAIN ENERGY LLC,IA,CERRO GORDO,43.11553,-93.229776,Chemicals,100,-93.2297759901998,43.115530025617
56,AXALTA COATING SYSTEMS USA LLC- FORT MADISON PLANT,IA,LEE,40.631667,-91.363611,Chemicals,100,-91.3636109680673,40.631667003001
57,IOWA FERTILIZER CO,IA,LEE,40.69,-91.23,Chemicals,100,-91.2300000442838,40.6900000289898
58,CHEM TECH LTD,IA,MARION,41.395556,-93.272222,Chemicals,100,-93.2722220161951,41.3955560232387
59,STOLLER ENTERPRISES-CEDAR RAPIDS,IA,LINN,41.96524,-91.68121,Chemicals,100,-91.6812099774417,41.9652400271904
60,RUST-OLEUM CORP,IA,HARDIN,42.35876,-93.10684,Chemicals,100,-93.106840016432,42.3587600003524
61,ELITE OCTANE LLC,IA,CASS,41.41772,-95.03182,Chemicals,100,-95.031819986004,41.4177200060456
62,ABSOLUTE ENERGY LLC,IA,MITCHELL,43.49951,-92.91709,Chemicals,100,-92.9170899569458,43.4995100304094
63,VALERO CHARLES CITY PLANT,IA,FLOYD,43.096447,-92.744994,Chemicals,100,-92.7449940385807,43.0964469690705
64,REG MASON CITY LLC,IA,CERRO GORDO,43.1324,-93.2641,Chemicals,100,-93.2640999883853,43.1324000041036
65,VALERO RENEWABLE FUELS ALBERT CITY*,IA,BUENA VISTA,42.775352,-94.942432,Chemicals,100,-94.9424319558478,42.7753519875815
66,VALERO LAKOTA PLANT,IA,KOSSUTH,43.38391,-94.14706,Chemicals,100,-94.1470600100272,43.3839100104617
67,SIOUXLAND ENERGY COOPERATIVE,IA,SIOUX,43.08446,-96.23038,Chemicals,100,-96.2303799960185,43.0844600078982
68,PINE LAKE CORN PROCESSORS,IA,HARDIN,42.457778,-93.055833,Chemicals,100,-93.0558329559475,42.457777997856
69,IOWA RENEWABLE ENERGY LLC,IA,WASHINGTON,41.30586,-91.67081,Chemicals,100,-91.6708100017344,41.3058599965309
70,POET BIOREFINING - ASHTON,IA,OSCEOLA,43.27694,-95.80833,Chemicals,100,-95.8083300058039,43.2769400054097
71,FLINT HILLS RESOURCES MENLO LLC,IA,GUTHRIE,41.5236,-94.3819,Chemicals,100,-94.381900017053,41.5236000264525
72,AIRGAS USA LLC,IA,POLK,41.72703,-93.57335,Chemicals,100,-93.5733499656775,41.7270299959617
73,HACH CO,IA,STORY,42.025278,-93.581944,Chemicals,100,-93.5819439683376,42.0252780115654
74,CF INDUSTRIES NITROGEN LLC-PORT NEAL NITROGEN COMPLEX,IA,WOODBURY,42.32786,-96.36489,Chemicals,100,-96.3648900435699,42.3278600125497
75,VOGEL PAINT & WAX CO INC,IA,SIOUX,42.994105,-96.058161,Chemicals,100,-96.0581610084595,42.9941049942463
76,NACHURS ALPINE SOLUTIONS,IA,MONTGOMERY,41.02005,-95.23282,Chemicals,100,-95.2328200071193,41.0200499713071
77,VALERO HARTLEY PLANT,IA,O'BRIEN,43.18294,-95.50569,Chemicals,100,-95.5056900120353,43.1829399732171
78,DIAMOND ANIMAL HEALTH,IA,POLK,41.561225,-93.529777,Chemicals,100,-93.5297770031582,41.561225019647
79,FLINT HILLS RESOURCES ARTHUR LLC,IA,IDA,42.331111,-95.346667,Chemicals,100,-95.3466670065054,42.3311109672585
80,HOMELAND ENERGY SOLUTIONS LLC,IA,CHICKASAW,43.0668,-92.1579,Chemicals,100,-92.1578999948129,43.066799989926
81,EDDYVILLE CHLOR-ALKALI LLC,IA,MONROE,41.129972,-92.664694,Chemicals,100,-92.6646939946594,41.1299720184951
82,MONSANTO CO,IA,MUSCATINE,41.350469,-91.081619,Chemicals,100,-91.0816190205988,41.3504689921957
83,W2 FUEL LLC,IA,WASHINGTON,41.19199,-91.52628,Chemicals,100,-91.5262799658409,41.1919899844228
84,FLINT HILLS RESOURCES FAIRBANK LLC,IA,BUCHANAN,42.639333,-92.031139,Chemicals,100,-92.0311389945654,42.6393330126559
85,SCOTTS CO FORT MADISON IOWA,IA,LEE,40.61877,-91.37334,Chemicals,100,-91.3733399920889,40.6187699978428
86,POET BIOREFINING-CORNING,IA,ADAMS,40.965933,-94.79506,Chemicals,100,-94.7950600097214,40.9659330205944
87,POET BIOREFINING-GOWRIE LLC,IA,WEBSTER,42.324722,-94.289722,Chemicals,100,-94.2897219992874,42.3247219965424
88,BIG RIVER UNITED ENERGY LLC,IA,DELAWARE,42.4872,-91.1633,Chemicals,100,-91.1633000446064,42.4871999691053
89,FLINT HILLS RESOURCES SHELL ROCK LLC,IA,BUTLER,42.7363,-92.6174,Chemicals,100,-92.6174000305703,42.7362999735516
90,KLINGER PAINT CO INC,IA,LINN,41.92429,-91.69043,Chemicals,100,-91.6904300160233,41.9242899916753
91,BASF CORP,IA,STORY,42.02914,-93.58156,Chemicals,100,-93.5815600283852,42.029139968818
92,ZOETIS LLC,IA,FLOYD,43.07568,-92.75204,Chemicals,100,-92.7520399745117,43.075680012379
93,LOUIS DREYFUS CO GRAND JUNCTION LLC,IA,GREENE,42.0603,-94.23832,Chemicals,100,-94.238320039404,42.0603000285238
94,TWIN STATE INC,IA,FRANKLIN,42.729147,-93.230749,Chemicals,100,-93.230748955484,42.7291470108803
95,HERO BX CLINTON,IA,CLINTON,41.801099,-90.319583,Chemicals,100,-90.3195830159828,41.8010990192879
96,AJINOMOTO HEALTH & NUTRITION NA INC,IA,MONROE,41.143573,-92.647934,Chemicals,100,-92.6479340365721,41.1435730066448
97,POET BIOREFINING COON RAPIDS LLC,IA,GUTHRIE,41.861521,-94.632783,Chemicals,100,-94.6327830367379,41.8615210027862
98,ROCKWELL COLLINS - DECORAH OPERATIONS,IA,WINNESHIEK,43.29756,-91.74349,Computers and Electronic Products,50,-91.7434899964266,43.2975600302075
99,KAUFFMAN ENGINEERING INC,IA,SCOTT,41.58106,-90.56298,Computers and Electronic Products,50,-90.562980015079,41.5810600271676
100,ROCKWELL COLLINS - BELLEVUE OPERATIONS,IA,JACKSON,42.254,-90.44156,Computers and Electronic Products,50,-90.4415600381847,42.2540000229946
101,ROCKWELL COLLINS - MANCHESTER OPERATIONS,IA,DELAWARE,42.47602,-91.46897,Computers and Electronic Products,50,-91.4689699659968,42.4760199785397
102,ROCKWELL COLLINS INC CORALVILLE OPERATIONS,IA,JOHNSON,41.69951,-91.61221,Computers and Electronic Products,50,-91.6122100211424,41.6995100091704
103,ROCKWELL COLLINS INC -C AVENUE FACILITY,IA,LINN,42.029846,-91.640354,Computers and Electronic Products,50,-91.6403539694992,42.029846005994
104,MIDAMERICAN ENERGY-LOUISA GENERATING STATION,IA,LOUISA,41.316969,-91.093354,Electric Utilities,50,-91.0933539826498,41.3169690101453
105,OTTUMWA GENERATING STATION,IA,WAPELLO,41.097148,-92.554705,Electric Utilities,50,-92.554704989924,41.0971480062798
106,MIDAMERICAN ENERGY CO WALTER SCOTT JR ENERGY CENTER,IA,POTTAWATTAMIE,41.180429,-95.839035,Electric Utilities,50,-95.8390349612042,41.1804290192135
107,PRAIRIE CREEK GENERATING STATION,IA,LINN,41.9441,-91.6392,Electric Utilities,50,-91.6391999936852,41.944100002512
108,MIDAMERICAN ENERGY CO GEORGE NEAL NORTH,IA,WOODBURY,42.32742,-96.367819,Electric Utilities,50,-96.3678190005538,42.3274200263014
109,MIDAMERICAN ENERGY-GEORGE NEAL SOUTH,IA,WOODBURY,42.30194,-96.35801,Electric Utilities,50,-96.3580100264719,42.3019400070829
110,BURLINGTON GENERATING STATION,IA,DES MOINES,40.7411,-91.1171,Electric Utilities,50,-91.1170999590387,40.7411000095178
111,LANSING POWER STATION,IA,ALLAMAKEE,43.3363,-91.1669,Electric Utilities,50,-91.1669000431075,43.3362999787012
112,ADM CORN PROCESSING,IA,CLINTON,41.8196,-90.2122,Electric Utilities,50,-90.2122000238866,41.819600018583
113,MUSCATINE POWER & WATER GENERATION,IA,MUSCATINE,41.3893,-91.0577,Electric Utilities,50,-91.0577000286862,41.3893000053028
114,PCT EBEAM & INTEGRATION LLC,IA,SCOTT,41.61022,-90.61772,Electrical Equipment,50,-90.6177200247266,41.6102200078045
115,EXIDE TECHNOLOGIES,IA,DELAWARE,42.47299,-91.47215,Electrical Equipment,50,-91.4721500021026,42.4729900117019
116,DIELECTRIC CORP - IOWA,IA,WINNEBAGO,43.42971,-93.53087,Electrical Equipment,50,-93.5308699833644,43.4297100138489
117,WHIRLPOOL CORP AMANA DIV,IA,IOWA,41.791841,-91.89718,Electrical Equipment,50,-91.8971799736092,41.7918410239207
118,INDUSTRIAL CONNECTIONS & SOLUTIONS LLC,IA,DES MOINES,40.81639,-91.14886,Electrical Equipment,50,-91.1488599857403,40.8163900228619
119,EAST PENN MANUFACTURING CO INC,IA,WAYNE,40.75622,-93.32896,Electrical Equipment,50,-93.3289599688662,40.7562199702898
120,SCHNEIDER ELECTRIC USA INC,IA,LINN,41.94062,-91.67616,Electrical Equipment,50,-91.6761600082405,41.9406199732777
121,CLARIOS LLC,IA,MONTGOMERY,41.013939,-95.265532,Electrical Equipment,50,-95.2655319785275,41.0139389958035
122,GROSCHOPP INC,IA,SIOUX,43.09327,-96.17233,Electrical Equipment,50,-96.1723299640434,43.0932699702748
123,MORRISON BROTHERS CO,IA,DUBUQUE,42.50255,-90.658156,Fabricated Metals,25,-90.6581559804422,42.5025500046
124,JOHNSON MACHINE WORKS INC,IA,LUCAS,41.01748,-93.30985,Fabricated Metals,25,-93.3098500179956,41.017479987487
125,ADVANCED HEAT TREAT CORP,IA,BLACK HAWK,42.54696,-92.39476,Fabricated Metals,25,-92.3947600434181,42.5469599954159
126,SIOUX CITY FOUNDRY CO,IA,WOODBURY,42.498914,-96.38134,Fabricated Metals,25,-96.3813399930527,42.4989139789918
127,SILGAN CONTAINERS MANUFACTURING CORP,IA,WEBSTER,42.49916,-94.13459,Fabricated Metals,25,-94.1345899565792,42.4991600300176
128,MERIDIAN MANUFACTURING INC,IA,BUENA VISTA,42.63575,-95.16169,Fabricated Metals,25,-95.1616899656183,42.6357500230949
129,SABRE INDUSTRIES,IA,WOODBURY,42.382545,-96.362542,Fabricated Metals,25,-96.3625420270803,42.382545015776
130,MODERN WELDING CO OF IOWA INC,IA,DES MOINES,40.82593,-91.14355,Fabricated Metals,25,-91.1435500440959,40.8259299759299
131,ADVANCED HEAT TREAT CORP,IA,BLACK HAWK,42.54032,-92.35802,Fabricated Metals,25,-92.3580200262759,42.5403199686642
132,MISSOURI VALLEY STEEL CO,IA,WOODBURY,42.50191,-96.38119,Fabricated Metals,25,-96.3811899744003,42.5019099734592
133,PAXTON & VIERLING STEEL CO,IA,POTTAWATTAMIE,41.281248,-95.918218,Fabricated Metals,25,-95.9182180399013,41.2812480179658
134,HUSCO INTERNATIONAL,IA,JACKSON,42.03911,-90.6619,Fabricated Metals,25,-90.6618999788834,42.0391099738154
135,FISHER CONTROLS INTERNATIONAL LLC,IA,MARSHALL,42.026779,-92.892772,Fabricated Metals,25,-92.8927720232155,42.0267789811991
136,CONSTRUCTION PRODUCTS INC,IA,POLK,41.643901,-93.594406,Fabricated Metals,25,-93.5944060267796,41.6439010090033
137,LISLE CORP,IA,PAGE,40.738333,-95.027481,Fabricated Metals,25,-95.0274810333501,40.7383330141423
138,JE ADAMS INDUSTRIES,IA,LINN,41.91736,-91.683874,Fabricated Metals,25,-91.6838740212483,41.9173600008304
139,PELLA ENGRAVING CO,IA,MARION,41.41108,-92.93715,Fabricated Metals,25,-92.9371499660609,41.4110800131126
140,US ARMY IOWA ARMY AMMUNITION PLANT,IA,DES MOINES,40.827116,-91.283144,Fabricated Metals,25,-91.2831440171662,40.8271160010005
141,VALMONT COATINGS INC DBA SIOUXLAND GALVANIZING CORP,IA,WOODBURY,42.431,-96.38075,Fabricated Metals,25,-96.3807499795741,42.4309999736167
142,SNAP-ON TOOLS MANUFACTURING CO,IA,KOSSUTH,43.082428,-94.206715,Fabricated Metals,25,-94.2067149720889,43.0824280214453
143,PRECISION TANK & EQUIPMENT CO,IA,HUMBOLDT,42.73894,-94.2321,Fabricated Metals,25,-94.2321000145452,42.7389399707681
144,LEMAR-DES MOINES,IA,POLK,41.67019,-93.58457,Fabricated Metals,25,-93.5845700134077,41.6701899775594
145,VALLEY PLATING INC,IA,SIOUX,43.195559,-96.318066,Fabricated Metals,25,-96.3180659882059,43.1955590032872
146,IOWA STEEL & WIRE CO INC,IA,APPANOOSE,40.73489,-92.88862,Fabricated Metals,25,-92.8886200099723,40.7348899850889
147,INFASTECH-DECORAH LLC,IA,WINNESHIEK,43.289868,-91.799202,Fabricated Metals,25,-91.7992019832117,43.2898680304745
148,NSK CORP,IA,PAGE,40.74629,-95.02071,Fabricated Metals,25,-95.0207099818961,40.7462899679197
149,MAQUOKETA CO,IA,JACKSON,42.06829,-90.64676,Fabricated Metals,25,-90.6467600425794,42.0682899982583
150,ARCOSA WIND TOWERS INC PLT 1550,IA,JASPER,41.71714,-93.04314,Fabricated Metals,25,-93.0431400304775,41.7171399908081
151,CLOW VALVE MACHINE SHOP,IA,MAHASKA,41.28032,-92.6257,Fabricated Metals,25,-92.6257000146379,41.2803199980542
152,RIE COATINGS LLC,IA,DUBUQUE,42.49091,-90.75323,Fabricated Metals,25,-90.7532299870208,42.4909100039569
153,CB&I STORAGE TANK SOLUTIONS LLC,IA,POLK,41.61425,-93.75031,Fabricated Metals,25,-93.7503099918115,41.6142499957699
154,C B M TRADING INC,IA,MUSCATINE,41.59166,-91.04025,Fabricated Metals,25,-91.0402499847976,41.5916599953333
155,GIESE MANUFACTURING,IA,DUBUQUE,42.4916,-90.77052,Fabricated Metals,25,-90.7705200409573,42.4916000261638
156,SILGAN CONTAINERS MANUFACTURING CORP,IA,DES MOINES,40.806288,-91.149041,Fabricated Metals,25,-91.1490409962701,40.8062880085131
157,AYM INC,IA,MONROE,41.0111,-92.8099,Fabricated Metals,25,-92.8099000128042,41.0111000054074
158,CROWN GROUP WATERLOO PLANT,IA,BLACK HAWK,42.512,-92.28648,Fabricated Metals,25,-92.2864799936792,42.5120000328917
159,RELCO LOCOMOTIVES INC,IA,LINN,41.93603,-91.64864,Fabricated Metals,25,-91.6486400296799,41.9360300025719
160,ELECTRO-COATINGS OF IOWA INC,IA,LINN,41.9953,-91.671389,Fabricated Metals,25,-91.671388965935,41.9952999810273
161,EAGLE WINDOW & DOOR INC,IA,DUBUQUE,42.51658,-90.65554,Fabricated Metals,25,-90.6555399965034,42.5165799680959
162,AY MCDONALD MANUFACTURING CO,IA,DUBUQUE,42.491944,-90.743056,Fabricated Metals,25,-90.743056027439,42.4919440077038
163,IOWA SPECIALTIES INC,IA,LINN,41.95117,-91.68056,Fabricated Metals,25,-91.6805599565021,41.9511699934194
164,O'NEAL MANUFACTURING SERVICES DBA IOWA LASER,IA,BLACK HAWK,42.47427,-92.45458,Fabricated Metals,25,-92.4545800259975,42.4742699967826
165,DUBUQUE STAMPING & MANUFACTURING INC,IA,DUBUQUE,42.52803,-90.68136,Fabricated Metals,25,-90.6813600032202,42.5280300258141
166,CURRIES DIV OF AADG INC,IA,CERRO GORDO,43.16501,-93.22789,Fabricated Metals,25,-93.2278899772608,43.1650099799751
167,TRIMARK CORP,IA,CHICKASAW,43.0651,-92.33074,Fabricated Metals,25,-92.3307399877278,43.065100026324
168,HUBBARD FEEDS INC,IA,CASS,41.413381,-95.035752,Food,25,-95.0357520018341,41.4133810002389
169,WEST LIBERTY FOODS LLC,IA,MUSCATINE,41.56875,-91.26469,Food,25,-91.2646900161161,41.5687499719438
170,NESTLE PURINA PETCARE CO,IA,WEBSTER,42.50139,-94.16639,Food,25,-94.1663899583109,42.5013900095623
171,WELLS ENTERPRISES INC ENGINEERING CENTER,IA,PLYMOUTH,42.771264,-96.183674,Food,25,-96.1836739792828,42.771264006156
172,HUBBARD FEEDS INC,IA,WOODBURY,42.42767,-96.36912,Food,25,-96.3691200305798,42.4276699762849
173,TYSON FRESH MEATS INC WATERLOO IOWA,IA,BLACK HAWK,42.508611,-92.261389,Food,25,-92.2613889698154,42.5086109680557
174,DAIRI CONCEPTS LP,IA,WAYNE,40.707831,-93.365116,Food,25,-93.3651159912422,40.7078309956237
175,ADM CORN PROCESSING,IA,LINN,41.9192,-91.6862,Food,25,-91.6862000290134,41.9192000018562
176,MG WALDBAUM CO,IA,HANCOCK,43.104552,-93.742053,Food,25,-93.7420530370459,43.1045519905245
177,ASSOCIATED MILK PRODUCERS INC,IA,O'BRIEN,43.18055,-95.65573,Food,25,-95.655730044387,43.1805499959073
178,NESTLE PURINA PETCARE CO,IA,CLINTON,41.82362,-90.24074,Food,25,-90.2407400394523,41.8236199785084
179,AG PROCESSING INC,IA,WRIGHT,42.669167,-93.904444,Food,25,-93.904444006239,42.6691670091179
180,DIAMOND V MILLS LLC SOUTH PLANT,IA,LINN,41.918326,-91.70449,Food,25,-91.7044899976927,41.9183260297081
181,DEAN FOODS NORTH CENTRAL LLC,IA,PLYMOUTH,42.78043,-96.18235,Food,25,-96.1823500422171,42.7804300195227
182,CJ BIO AMERICA,IA,WEBSTER,42.512471,-94.31107,Food,25,-94.3110700128569,42.5124709738023
183,AG PROCESSING INC,IA,PALO ALTO,43.10102,-94.65419,Food,25,-94.65418997979,43.1010199783608
184,NEW COOPERATIVE INC-DUNCOMBE MILL,IA,WEBSTER,42.472469,-93.991149,Food,25,-93.9911490381361,42.4724690122454
185,BUNGE NA INC,IA,MILLS,41.15525,-95.81063,Food,25,-95.8106299624258,41.1552499800897
186,PAPETTI'S HYGRADE EGG PRODUCTS INC,IA,TAYLOR,40.89677,-94.55228,Food,25,-94.5522799735623,40.8967700303701
187,OSI INDUSTRIES LLC,IA,POTTAWATTAMIE,41.330556,-95.386667,Food,25,-95.3866670098136,41.3305559798022
188,SETHNESS PRODUCTS CO,IA,CLINTON,41.81728,-90.21671,Food,25,-90.2167100157705,41.8172800034691
189,INGREDION INC,IA,LINN,41.969745,-91.665736,Food,25,-91.6657359576836,41.9697450091721
190,PURINA ANIMAL NUTRITION LLC - MASON CITY,IA,CERRO GORDO,43.13393,-93.225801,Food,25,-93.2258010348991,43.1339300168354
191,ESSENTIA PROTEIN SOLUTIONS,IA,SHELBY,41.64573,-95.30519,Food,25,-95.3051899932071,41.6457300104938
192,AG PROCESSING INC,IA,WOODBURY,42.305176,-96.362271,Food,25,-96.362271005359,42.3051760240436
193,MICHAEL FOODS NORWALK,IA,WARREN,41.461571,-93.688547,Food,25,-93.6885470431041,41.4615710160287
194,CARGILL INC,IA,HARDIN,42.512112,-93.264461,Food,25,-93.264461021298,42.5121120074933
195,CARGILL FEED & NUTRITION SIOUX CITY,IA,WOODBURY,42.52635,-96.36383,Food,25,-96.3638300315346,42.5263500191287
196,GELITA,IA,WOODBURY,42.349738,-96.352028,Food,25,-96.3520279653319,42.3497380243298
197,GRAIN PROCESSING CORP,IA,MUSCATINE,41.3981,-91.0611,Food,25,-91.0610999723735,41.3981000139627
198,FURST MCNESS CO,IA,BUENA VISTA,42.63723,-95.17062,Food,25,-95.1706200280262,42.6372300187998
199,CONAGRA FOODS RETAIL PRODUCTS,IA,BLACK HAWK,42.54461,-92.3909,Food,25,-92.3908999826422,42.5446099967177
200,KENT NUTRITION GROUP INC,IA,WOODBURY,42.43715,-96.37057,Food,25,-96.3705700012799,42.4371500113091
201,ZINPRO CORP,IA,HANCOCK,43.09111,-93.59279,Food,25,-93.5927899575835,43.0911100260137
202,ROQUETTE AMERICA INC,IA,LEE,40.3881,-91.398,Food,25,-91.3980000042794,40.388099979724
203,WAPSIE VALLEY CREAMERY INC,IA,BUCHANAN,42.47778,-91.89056,Food,25,-91.890560018786,42.4777799820133
204,CARGILL INC CORN MILLING,IA,LINN,41.97089,-91.64764,Food,25,-91.6476400251056,41.9708899724243
205,TYSON FRESH MEATS INC,IA,BUENA VISTA,42.64,-95.1875,Food,25,-95.1875000010355,42.6399999844862
206,CHS SHENANDOAH FEED,IA,FREMONT,40.778142,-95.385869,Food,25,-95.3858690363467,40.7781420036555
207,NESTLE PURINA PETCARE CO DAVENPORT FACTORY,IA,SCOTT,41.51459,-90.60816,Food,25,-90.60815997381,41.5145900119726
208,DIAMOND V MILLS LLC,IA,LINN,41.980649,-91.680271,Food,25,-91.6802709684752,41.9806490086824
209,KAY DEE LLC - KAY DEE FEED FACILITY,IA,WOODBURY,42.4899,-96.3857,Food,25,-96.3856999662842,42.4899000287659
