__OBJECTID,AI ID,AI Name,SI County,Not/Com#,SI Decription,Regulatory Desc,Site Status,Closure Option,Closure Dt,Longitude,Latitude,SI Addr Line 1,SI Addr Line 2,Superfund Site Type,Risk Score,x,y
30,,Jacks Creek Pike landfill,,,Fayette,,,,,-84.39502778,37.88836111,,,,100,-84.3950277983815,37.8883610829156
31,,Federal Medical Center,,,Fayette,,,,,-84.55972222,38.10555556,,,,100,-84.5597222276262,38.1055555350108
32,,S.N. Sadler Construction Co. Inc.,,,Fayette,,,,,-84.30575,38.05961111,,,,100,-84.3057499915107,38.0596111143849
33,,Benge Dump,,,Fayette,,,,,-84.35778889,37.910125,,,,100,-84.3577888569306,37.9101250142182
34,,LFUCG Incinerator,,,Fayette,,,,,-84.53219444,38.05597222,,,,100,-84.5321944337227,38.055972215854
35,,City of Lexington Site 2 Landfill,,,Fayette,,,,,-84.53077778,38.059,,,,100,-84.5307777905196,38.0589999991782
36,,JBB Enterprise,,,Fayette,,,,,-84.51591667,38.05638889,,,,100,-84.5159166912798,38.0563889095361
37,,Lexington Signal Depot Avon,,,Fayette,,,,,-84.32230556,38.07730556,,,,100,-84.3223055828709,38.0773055662801
38,,Old Frankfort Pike Landfill,,,Fayette,,,,,-84.53597222,38.06161111,,,,100,-84.5359722088185,38.061611137116
39,,Lexington Fayette County Urban Government Landfill,,,Fayette,,,,,-84.29655556,38.05536111,,,,100,-84.2965555549147,38.0553611409948
40,,Benge Dump,,,Fayette,,,,,-84.35778,37.91025,,,,100,-84.3577799636093,37.9102499665199
41,,Demolition Disposal Services,,,Fayette,,,,,-84.25694444,38.06,,,,100,-84.256944432293,38.0599999903629
42,,Wayne Hurst,,,Fleming,,,,,-83.63912778,38.38280833,,,,100,-83.6391277363136,38.3828083154273
43,,Carpenter Landfill,,,Fleming,,,,,-83.73861111,38.38483333,,,,100,-83.7386111234643,38.3848333426284
44,,City of Flemingsburg,,,Fleming,,,,,-83.73116667,38.38362778,,,,100,-83.7311666948733,38.3836277548156
45,,Paul Rader Worthington Ewing,,,Fleming,,,,,-83.8655,38.4262,,,,100,-83.8655000438083,38.426199981662
46,,Maxey Flats Nuclear Disposal,,,Fleming,,,,,-83.57120556,38.25810556,,,,100,-83.5712055786922,38.2581055545119
47,,Floyd County Landfill,,,Floyd,,,,,-82.764,37.53536111,,,,100,-82.7640000358024,37.5353611244214
48,,Little Mud Creek Dump,,,Floyd,,,,,-82.65936111,37.53030556,,,,100,-82.6593611274047,37.5303055916552
49,,Jenny Wiley State Park,,,Floyd,,,,,-82.74477778,37.70983333,,,,100,-82.7447777955213,37.7098333228988
50,,Auxier East Point,,,Floyd,,,,,-82.77091667,37.73833333,,,,100,-82.770916704164,37.7383333255133
51,,Prestonsburg City Dump,,,Floyd,,,,,-82.78053889,37.65448056,,,,100,-82.7805389184983,37.6544805940985
52,,Cow Creek Mt. Dump,,,Floyd,,,,,-82.64786944,37.64531944,,,,100,-82.6478694291326,37.6453194318662
53,,Allen Dwale Garbage Dump,,,Floyd,,,,,-82.72683333,37.61525,,,,100,-82.7268333189003,37.6152500172548
54,,Allen Dump,,,Floyd,,,,,-82.70266667,37.60080556,,,,100,-82.7026666614639,37.6008055333516
55,,Betsy Lane Dump,,,Floyd,,,,,-82.62276944,37.56266944,,,,100,-82.6227694221159,37.562669448887
56,,David Garbage Dump,,,Floyd,,,,,-82.90456944,37.60271,,,,100,-82.9045693996082,37.6027099956802
57,,Buck Branch Dump,,,Floyd,,,,,-82.78978889,37.57988056,,,,100,-82.7897888709789,37.579880567942
58,,Sizemore Hill Dump,,,Floyd,,,,,-82.77581111,37.455,,,,100,-82.775811085158,37.4549999808919
59,,Buckingham Hill Dump,,,Floyd,,,,,-82.7535,37.6663,,,,100,-82.7534999877725,37.6663000126398
60,,Turkey Creek Highway,,,Floyd,,,,,-82.7881,37.4762,,,,100,-82.7881000382448,37.4761999673759
61,,Costain Coal Inc. - Lodestar Energy,,,Floyd,,,,,-82.67361111,37.58111111,,,,100,-82.6736111027567,37.5811111085867
62,,Mickey McQuire Garbage Disposal,,,Floyd,,,,,-84.98083333,38.13083333,,,,100,-84.9808332987058,38.1308333522306
63,,Sam Dills LF,,,Franklin,,,,,-84.89797222,38.20894444,,,,100,-84.897972247741,38.2089444436939
64,,Schenly Distillers,,,Franklin,,,,,-84.86534444,38.21817944,,,,100,-84.865344448475,38.2181794074661
65,,Mickey McQuire;Op & Const.,,,Franklin,,,,,-84.91,38.15527778,,,,100,-84.9099999707431,38.1552777943069
66,,Mickey McQuire Garbage Disposal,,,Franklin,,,,,-84.9089,38.21333333,,,,100,-84.9088999836777,38.2133333521165
67,,Frankfort Incinerator,,,Franklin,,,,,-84.88944444,38.21333333,,,,100,-84.8894444509173,38.2133333521165
68,,Fulton City Landfill,,,Fulton,,,,,-88.91039722,36.5726,,,,100,-88.9103971772574,36.5725999758888
69,,Open Dump (Does not qualify for HB 174),,,Fulton,,,,,-89.1695,36.5853,,,,100,-89.169499961455,36.5853000138479
70,,Open Dump - State ROW,,,Fulton,,,,,-89.34352778,36.55530556,,,,100,-89.3435277966701,36.5553055737446
71,,Open Dump - Co. ROW,,,Fulton,,,,,-89.2524,36.54552778,,,,100,-89.2523999993032,36.5455277696526
72,,Open Dump,,,Fulton,,,,,-89.25227778,36.53566667,,,,100,-89.252277738593,36.5356666618169
73,,Open Dump,,,Fulton,,,,,-89.25441667,36.52633333,,,,100,-89.2544166272845,36.5263333575792
74,,Open Dump,,,Fulton,,,,,-89.25480556,36.52944444,,,,100,-89.2548055978025,36.5294444157041
75,,Open Dump,,,Fulton,,,,,-89.24352778,36.52561111,,,,100,-89.2435277883996,36.5256111220281
76,,Charles Star,,,Fulton,,,,,-89.20777778,36.56572222,,,,100,-89.2077778045321,36.5657221891898
77,,Albert (Tootsy) Graves,,,Fulton,,,,,-89.21177778,36.54802778,,,,100,-89.2117778228292,36.5480278149476
78,,Open Dump,,,Fulton,,,,,-89.20891667,36.54363889,,,,100,-89.2089166886493,36.543638861879
79,,M. E. Garrison,,,Fulton,,,,,-89.18308333,36.54413889,,,,100,-89.1830832970347,36.5441388607563
80,,Open Dump,,,Fulton,,,,,-89.18558333,36.57197222,,,,100,-89.1855833084704,36.5719722490376
81,,Open Dump,,,Fulton,,,,,-89.1683,36.5791,,,,100,-89.1682999918985,36.5791000143272
82,,Open Dump - Upper Bottom Dump #3,,,Fulton,,,,,-89.16091667,36.5779,,,,100,-89.1609166487468,36.577899991813
83,,Open Dump - Fulton #2,,,Fulton,,,,,-88.89969444,36.51886111,,,,100,-88.8996944692993,36.5188611240495
84,,Open Dump - Upper Bottom Dump #2,,,Fulton,,,,,-89.16947222,36.58527778,,,,100,-89.1694722035127,36.5852777971702
85,,Alexander Dump,,,Gallatin,,,,,-84.97197222,38.76580556,,,,100,-84.9719722269117,38.7658055469134
86,,Roadside dump #2,,,Garrard,,,,,-84.63548917,37.73890556,,,,100,-84.6354891929608,37.7389055509038
87,,City of Lancaster,,,Garrard,,,,,-84.54363889,37.6245,,,,100,-84.5436388806108,37.624499981659
88,,Roadside dump #3,,,Garrard,,,,,-84.60360278,37.6167,,,,100,-84.6036027732987,37.6166999896554
89,,Roadside dump #4,,,Garrard,,,,,-84.62375,37.60394444,,,,100,-84.6237500088279,37.6039444290379
90,,City of Lancaster Dump (pre-permit),,,Garrard,,,,,-84.58780556,37.61322222,,,,100,-84.5878055397014,37.6132222001192
91,,Lancaster Landfill,,,Garrard,,,,,-84.54175,37.61455556,,,,100,-84.5417499930629,37.6145555831037
92,,Roadside dump #1,,,Garrard,,,,,-84.61786111,37.76069444,,,,100,-84.6178611029829,37.7606944204273
93,,Rimer's Sanitary Landfill,,,Grant,,,,,-84.6515,38.66533333,,,,100,-84.6514999561011,38.6653333330887
94,,Illegal Roadside Dump,,,Grant,,,,,-84.53691667,38.7624,,,,100,-84.5369166975082,38.7623999894937
95,,Illegal Roadside Dump,,,Grant,,,,,-84.66330556,38.655,,,,100,-84.6633055257335,38.655000013349
96,,Roadside dump,,,Grant,,,,,-84.55183333,38.57005556,,,,100,-84.5518333126325,38.5700555742467
97,,Rural Auto Parts,,,Grant,,,,,-84.60233333,38.69641667,,,,100,-84.6023333639707,38.6964166819189
98,,Bill Cook landfill,,,Grant,,,,,-84.57494444,38.48477778,,,,100,-84.5749444496101,38.4847777695639
99,,Epperson Landfill,,,Grant,,,,,-84.53691667,38.62336111,,,,100,-84.5369166975082,38.623361085556
100,,Grant Co. Board of Education,,,Grant,,,,,-84.64683333,38.57111111,,,,100,-84.6468332980317,38.57111112018
101,,Mayfield Public Dump,,,Graves,,,,,-88.48578556,36.77815833,,,,100,-88.4857855511786,36.7781582969623
102,,Ballew Pond,,,Graves,,,,,-88.70588611,36.69653333,,,,100,-88.705886090854,36.696533339364
103,,Mayfield - Graves Co,,,Graves,,,,,-88.6695,36.6989,,,,100,-88.6695000099338,36.6988999982898
104,,Mayfield Cleanup,,,Graves,,,,,-88.67932778,36.70232167,,,,100,-88.6793277588051,36.7023216500211
105,,Fancy Farm Community Dump,,,Graves,,,,,-88.78563139,36.826075,,,,100,-88.7856314250874,36.8260749768062
106,,Ricky Madding dump,,,Graves,,,,,-88.69361111,36.70655556,,,,100,-88.6936111514857,36.7065555954296
107,,J L Wheeler Sanitary Landfill,,,Graves,,,,,-88.61841667,36.71394444,,,,100,-88.6184166824817,36.7139444193879
108,,General Tire and Rubber Co (Mayfield),,,Graves,,,,,-88.63966667,36.78313889,,,,100,-88.6396666898536,36.7831389009935
109,,Graves County Landfill,,,Graves,,,,,-88.67444444,36.69055556,,,,100,-88.6744444270892,36.6905555769776
110,,Old Leitchfield Landfill,,,Grayson,,,,,-86.29758333,37.46952778,,,,100,-86.2975833031791,37.4695277725099
111,,City of Leitchfield,,,Grayson,,,,,-86.39311111,37.4717,,,,100,-86.3931111386392,37.4717000245623
112,,City of Greensburg (Willie Milby),,,Green,,,,,-85.53702778,37.25580556,,,,100,-85.5370278119828,37.2558055818473
113,,Greensburg Dump,,,Green,,,,,-85.51083333,37.25147222,,,,100,-85.5108332976239,37.251472236886
114,,Russell Milby and Sons,,,Green,,,,,-85.51322222,37.22563889,,,,100,-85.513222187459,37.2256388897327
115,,Hilltop Landfill,,,Greenup,,,,,-83.066,38.5935,,,,100,-83.0659999799311,38.59350001368
116,,Cecil W. Hurst Landfill,,,Greenup,,,,,-82.89097222,38.62552778,,,,100,-82.8909722299732,38.625527791649
117,,AK Steel Corp. West Plant Inert LF,,,Greenup,,,,,-82.68333333,38.51666667,,,,100,-82.6833332995821,38.5166666977652
118,,CSX Transportation,,,Greenup,,,,,-82.70415,38.53953889,,,,100,-82.704149959661,38.5395388966636
119,,Jeff Meade Landfill,,,Greenup,,,,,-82.79516667,38.51572222,,,,100,-82.7951666354273,38.5157222502975
120,,Kenneth Smith Landfill,,,Greenup,,,,,-82.70388889,38.54177778,,,,100,-82.7038889092395,38.5417777628255
121,,Industrial Supply Company Dump,,,Greenup,,,,,-82.85725,38.60208333,,,,100,-82.8572500131965,38.60208335225
122,,South Shore Landfill,,,Greenup,,,,,-83.01186111,38.71508333,,,,100,-83.0118611228715,38.7150833409112
123,,Charles Taylor Sons Company,,,Greenup,,,,,-82.95205556,38.71947222,,,,100,-82.9520556031682,38.7194721862193
124,,KAH Sanitary Landfill,,,Greenup,,,,,-83.00397222,38.71880556,,,,100,-83.0039722078779,38.7188055745839
125,,Green Valley Landfill,,,Greenup,,,,,-82.82333333,38.40944444,,,,100,-82.8233333111609,38.4094444590176
126,,Hawesville Dump,,,Hancock,,,,,-86.74397222,37.85283333,,,,100,-86.7439722477016,37.8528333475763
127,,Lewisport Dump,,,Hancock,,,,,-86.87202778,37.91402778,,,,100,-86.8720278101051,37.9140277775372
128,,Hancock County Garbage & Refuse Disposal District,,,Hancock,,,,,-86.84777778,37.88611111,,,,100,-86.8477777890103,37.8861110982411
129,,Roy Roberts Landfill (Not Built),,,Hancock,,,,,-86.755,37.88333333,,,,100,-86.7549999661295,37.8833333329581
130,,Wes Cor Div.,,,Hancock,,,,,-86.69094444,37.89930556,,,,100,-86.6909444269855,37.8993055941337
131,,Weyerhaeuser Company - Kentucky,,,Hancock,,,,,-86.82411111,37.83886111,,,,100,-86.824111133861,37.838861077318
132,,Weyerhaeuser - Kentucky Mills,,,Hancock,,,,,-86.69166667,37.89305556,,,,100,-86.6916666724739,37.8930555847117
133,,Commonwealth Aluminum Lewisport,,,Hancock,,,,,-86.83722222,37.95277778,,,,100,-86.8372222250958,37.9527777584216
134,,Hilary Peters Site,,,Hardin,,,,,-85.79605556,37.6976,,,,100,-85.7960555868542,37.6975999809663
135,,Sammy Border's Elizabethtown Dump,,,Hardin,,,,,-85.84861111,37.66389,,,,100,-85.8486110733939,37.6638900143945
136,,Langley Dump,,,Hardin,,,,,-85.78633333,37.73480556,,,,100,-85.7863333001972,37.7348055346636
137,,Sportsman Lake Road,,,Hardin,,,,,-85.84658333,37.63581944,,,,100,-85.8465833063031,37.6358194468087
138,,Howe Valley Landfill,,,Hardin,,,,,-86.125,37.66805556,,,,100,-86.1249999589408,37.6680555337852
139,,KY Industrial Haulers (Steel Drive),,,Hardin,,,,,-85.84016667,37.68055556,,,,100,-85.8401666402286,37.6805555948288
140,,Fort Knox Landfill,,,Hardin,,,,,-85.95833333,37.93333333,,,,100,-85.9583333683215,37.9333332997202
141,,Hardin County Contained Landfill,,,Hardin,,,,,-85.72916667,37.7125,,,,100,-85.7291666714725,37.7125000076657
142,,Harlan County Fiscal Court,,,Harlan,,,,,-83.20808333,36.90722222,,,,100,-83.2080833643168,36.9072222268041
143,,Pine Mountain Settlement School,,,Harlan,,,,,-83.18,36.95569444,,,,100,-83.1799999624101,36.9556944290041
144,,Harlan Co Lf - Benham Site,,,Harlan,,,,,-82.96823056,36.968,,,,100,-82.9682305783425,36.9680000140683
145,,Cumberland Dump,,,Harlan,,,,,-83.0165,36.9785,,,,100,-83.0165000229987,36.9785000138504
146,,Childers Dump,,,Harlan,,,,,-83.2941,36.878,,,,100,-83.2941000172117,36.8780000287832
147,,Pine Mtn. Dump,,,Harlan,,,,,-83.31466667,36.87888889,,,,100,-83.314666676147,36.8788889021223
148,,Harlan City Dump - Sunshine,,,Harlan,,,,,-83.33397222,36.83377778,,,,100,-83.3339721902549,36.8337777806756
149,,Open Dump,,,Harlan,,,,,-83.12511111,36.849,,,,100,-83.1251111019198,36.8489999838476
150,,Harlan Co. LF - Airport Site,,,Harlan,,,,,-83.36269444,36.85777778,,,,100,-83.3626944739917,36.8577777734679
151,,City of Cynthiana,,,Harrison,,,,,-84.26447222,38.33636111,,,,100,-84.2644722245424,38.3363611399207
152,,Ecklar Property,,,Harrison,,,,,-84.27427778,38.42411111,,,,100,-84.2742777850262,38.4241110849088
153,,Cynthiana City Dump,,,Harrison,,,,,-84.29769444,38.39675,,,,100,-84.2976944390319,38.3967499838922
154,,Orville Nunn Landfill,,,Hart,,,,,-85.86,37.34669444,,,,100,-85.8600000043975,37.3466944574008
155,,Lisenby Sanitation Service,,,Hart,,,,,-85.87919444,37.19822222,,,,100,-85.8791943969048,37.1982222063995
156,,James K. Palmore,,,Hart,,,,,-85.85869444,37.17322222,,,,100,-85.8586944827951,37.1732221965024
157,,Munfordville Site,,,Hart,,,,,-85.915,37.32083333,,,,100,-85.9149999864885,37.3208333481844
158,,Henderson City Dump,,,Henderson,,,,,-87.57966667,37.86144444,,,,100,-87.5796666920174,37.8614444598062
159,,Beals Disposal Site KY 811,,,Henderson,,,,,-87.38830556,37.8875,,,,100,-87.3883055939006,37.8874999770382
160,,Henderon Drum Site,,,Henderson,,,,,-87.6181,37.7992,,,,100,-87.6181000334701,37.7991999728921
161,,Green River Road Disposal Site,,,Henderson,,,,,-87.53511111,37.89411111,,,,100,-87.5351111522404,37.8941110779655
162,,Rock Spring Road Disposal Site,,,Henderson,,,,,-87.4925,37.66588889,,,,100,-87.4925000158958,37.6658888585803
163,,Henderson Sanitary Landfill,,,Henderson,,,,,-87.517,37.88761111,,,,100,-87.5170000381342,37.8876111429276
164,,Henderson Hospital,,,Henderson,,,,,-87.58153333,37.85585,,,,100,-87.5815333013463,37.8558500110495
165,,GFT Inc. (Tyler Sanitation),,,Henry,,,,,-85.27936111,38.4685,,,,100,-85.2793610745983,38.4684999764005
166,,Tyler Sanitation (Sixmile Creek Road),,,Henry,,,,,-85.01180556,38.37922,,,,100,-85.0118055927348,38.3792199812246
167,,Peak Landfill,,,Henry,,,,,-85.058,38.37352778,,,,100,-85.0580000189161,38.3735277999594
168,,Columbus-Belmont State Park,,,Hickman,,,,,-89.10986111,36.76216667,,,,100,-89.1098610792369,36.7621666468403
169,,Hylon Black,,,Hickman,,,,,-88.94627778,36.68111111,,,,100,-88.9462777761672,36.6811111066046
170,,City of Clinton,,,Hickman,,,,,-88.98436111,36.68872222,,,,100,-88.9843611339852,36.6887222284801
171,,Ray Robey,,,Hickman,,,,,-88.96991667,36.7427,,,,100,-88.9699166733742,36.7426999899081
172,,Harry W. Roberts Jr. landfill,,,Hickman,,,,,-89.07266667,36.7592,,,,100,-89.0726666942241,36.7591999888905
173,,Amanda Drew,,,Hickman,,,,,-89.10444444,36.77602778,,,,100,-89.1044444177367,36.7760277854816
174,,Hopkins County Sanitary Landfill,,,Hopkins,,,,,-87.4925,37.25638889,,,,100,-87.4925000158958,37.256388881211
175,,City of Madisonville,,,Hopkins,,,,,-87.53466667,37.32966667,,,,100,-87.5346666658378,37.3296666652564
176,,City of Dawson Springs No 2,,,Hopkins,,,,,-87.61086111,37.18386111,,,,100,-87.6108611394161,37.1838610745778
177,,City of Hanson,,,Hopkins,,,,,-87.48938889,37.46358333,,,,100,-87.4893888805723,37.463583344577
178,,City of Earlington,,,Hopkins,,,,,-87.54283333,37.26847222,,,,100,-87.5428333399172,37.2684722005935
179,,French Construction Co (,,,Hopkins,,,,,-87.48694444,37.375,,,,100,-87.4869444748527,37.3749999977943
180,,Old Hopkins County Landfill,,,Hopkins,,,,,-87.375,37.25,,,,100,-87.3750000174068,37.2500000126603
181,,City of Dawson Springs No 1,,,Hopkins,,,,,-87.69902778,37.18191667,,,,100,-87.699027820112,37.1819166685113
182,,City of Earlington,,,Hopkins,,,,,-87.48722222,37.2731,,,,100,-87.4872222339385,37.2731000121394
183,,Mortans Gap City Dump,,,Hopkins,,,,,-87.43361111,37.22638889,,,,100,-87.4336111371084,37.2263888695509
184,,City of Nortonville,,,Hopkins,,,,,-87.4578,37.1725,,,,100,-87.4577999829324,37.1725000337766
185,,City of Earlington ,,,Hopkins,,,,,-87.54286111,37.26847222,,,,100,-87.5428610978595,37.2684722005935
186,,Bituminous Resources Inc.,,,Hopkins,,,,,-87.38222222,37.15583333,,,,100,-87.3822222027966,37.1558333293894
187,,Leeper Lane Landfill,,,Hopkins,,,,,-87.7625,37.384375,,,,100,-87.7624999933105,37.3843749888198
188,,Pine Street Dump,,,Hopkins,,,,,-87.4585,37.19138889,,,,100,-87.4585000400333,37.1913888778614
189,,Annville Institute Dump,,,Jackson,,,,,-83.97422222,37.31402778,,,,100,-83.97422224433,37.3140277799897
190,,Jackson County Fiscal Court,,,Jackson,,,,,-83.96272222,37.41713889,,,,100,-83.9627221917257,37.4171389149098
191,,McKee City Dump,,,Jackson,,,,,-83.9678,37.477,,,,100,-83.9678000087008,37.4769999890453
192,,"Landfill, Inc.",,,Jefferson,,,,,-85.74277778,38.14083333,,,,100,-85.7427777649944,38.1408333520276
193,,Edward J. Miller Sanitary Landfill,,,Jefferson,,,,,-85.93366667,38.00255556,,,,100,-85.9336667085979,38.0025555311265
194,,Ohio Street Dump,,,Jefferson,,,,,-85.72502778,38.2642,,,,100,-85.7250277736325,38.264200024101
195,,C. J. Koch Landfill - merged with AI 48770,,,Jefferson,,,,,-85.83183333,38.21205556,,,,100,-85.831833328664,38.2120555280595
196,,Valley Sanitation Landfill,,,Jefferson,,,,,-85.89930556,38.11482778,,,,100,-85.8993055201596,38.1148277744098
197,,Bells Lane storage area,,,Jefferson,,,,,-85.82334722,38.2175,,,,100,-85.8233472136695,38.2175000291687
198,,Kessler Sand Pit,,,Jefferson,,,,,-85.81194444,38.2153,,,,100,-85.8119444486105,38.2153000167123
199,,American Compressed Steel,,,Jefferson,,,,,-85.70191389,38.14413889,,,,100,-85.7019138518775,38.1441388748316
200,,Industrial Services of America - Southwick Landfill,,,Jefferson,,,,,-85.8225,38.23222222,,,,100,-85.822500012525,38.2322221883854
201,,City of Louisville (Edith Ave),,,Jefferson,,,,,-85.70275,38.277,,,,100,-85.7027500037439,38.2769999688051
202,,William G Scott landfill,,,Jefferson,,,,,-85.83483333,38.21136111,,,,100,-85.8348333423868,38.2113611288433
203,,Jeffersontown Asphalt,,,Jefferson,,,,,-85.52613889,38.16072222,,,,100,-85.5261388832663,38.1607222318992
204,,Anthony & Eugene Schenk,,,Jefferson,,,,,-85.85897222,38.19863889,,,,100,-85.858972241881,38.1986388564257
205,,Clark's landfill,,,Jefferson,,,,,-85.8861,38.0458,,,,100,-85.8861000159885,38.0458000092587
206,,Louisville - Jefferson County Metro Sewer District - Cane Run Landfill,,,Jefferson,,,,,-85.80380556,38.2055,,,,100,-85.8038055324733,38.2054999745861
207,,Herbert Jones Special use permit,,,Jefferson,,,,,-85.50888889,38.17305556,,,,100,-85.5088888941915,38.1730555811465
208,,William D. Mattingly LF,,,Jefferson,,,,,-85.77594444,38.12672222,,,,100,-85.7759444635994,38.1267222072844
209,,Bramer Sanitary Landfill,,,Jefferson,,,,,-85.87683333,38.17786111,,,,100,-85.8768333548436,38.1778611004254
210,,General Electric - Appliance Park,,,Jefferson,,,,,-85.64422222,38.15830556,,,,100,-85.6442222477008,38.1583055615058
211,,Hofesgang - Lees Lane Landfill,,,Jefferson,,,,,-85.87766667,38.1943,,,,100,-85.8776666321011,38.1942999647969
212,,Industrial Services of America,,,Jefferson,,,,,-85.73583333,38.14027778,,,,100,-85.7358333386906,38.1402778128067
213,,Mattingly Bridge and Construction,,,Jefferson,,,,,-85.84483333,38.208,,,,100,-85.8448332982981,38.2079999961821
214,,Rohm & Hass Landfill,,,Jefferson,,,,,-85.8367,38.208,,,,100,-85.8367000415472,38.2079999961821
215,,Southern Materials Services,,,Jefferson,,,,,-85.83522,38.2069,,,,100,-85.8352199772851,38.2069000311403
216,,Louisville Water Co.,,,Jefferson,,,,,-85.62744444,38.34238889,,,,100,-85.6274444131393,38.342388869631
217,,Dupont de Nemours Industrial Landfill,,,Jefferson,,,,,-85.85797222,38.21077778,,,,100,-85.8579722373067,38.2107777521506
218,,Thompson Tire Hauling,,,Jefferson,,,,,-85.73205556,38.13111111,,,,100,-85.7320555635947,38.1311111229888
219,,Robinson Wrecking Co.,,,Jefferson,,,,,-85.82602778,38.21558333,,,,100,-85.8260277864773,38.2155833238344
220,,Anheuser Busch,,,Jefferson,,,,,-85.68367222,38.19196111,,,,100,-85.6836722125605,38.1919610820887
221,,B F Goodrich Chemical Group,,,Jefferson,,,,,-85.83010556,38.22015278,,,,100,-85.830105598878,38.2201527868858
222,,LG&E - Mill Creek Station,,,Jefferson,,,,,-85.84583333,38.22055556,,,,100,-85.8458333028724,38.2205555583336
223,,LG&E - Cane Run Station,,,Jefferson,,,,,-85.83611111,38.22444444,,,,100,-85.8361111060469,38.2244444076867
224,,Waste Management (Kramer's Lane),,,Jefferson,,,,,-85.84613889,38.20633333,,,,100,-85.846138909732,38.2063333481878
225,,Ronald Clark Property Landfill,,,Jefferson,,,,,-85.88466667,38.04978,,,,100,-85.8846666641211,38.0497800280461
226,,Crittenden Drive Relocation Project,,,Jefferson,,,,,-85.75175,38.17244444,,,,100,-85.7517499583892,38.1724444258116
227,,Figgie Properties,,,Jefferson,,,,,-85.71813889,38.2675,,,,100,-85.7181388632131,38.2675000206986
228,,Rosa Dillingham,,,Jefferson,,,,,-84.46433333,37.90419444,,,,100,-84.4643333615405,37.904194461653
229,,Lowry Property (RJ Corman RR Group_,,,Jefferson,,,,,-84.62780556,37.86155556,,,,100,-84.6278055430096,37.8615555940993
