__OBJECTID,4. FACILITY NAME,8. ST,7. COUNTY,12. LATITUDE,13. LONGITUDE,20. INDUSTRY SECTOR,RISK SCORE,x,y
17,EURECAT US,OK,PITTSBURG,34.93026,-95.712716,Chemicals,100,-95.712716021908,34.9302599946068
18,BAKER PETROLITE LLC,OK,OSAGE,36.550658,-96.156243,Chemicals,100,-96.1562430237669,36.5506579641045
19,CHEMTRADE REFINERY SERVICES INC,OK,TULSA,36.13353,-96.05298,Chemicals,100,-96.0529799750584,36.1335299730465
20,ADVANCED RESEARCH CHEMICALS INC,OK,ROGERS,36.22419,-95.74672,Chemicals,100,-95.7467200401893,36.2241899923415
21,AMERICAN PHOENIX INC,OK,COMANCHE,34.558681,-98.404537,Chemicals,100,-98.4045369947193,34.5586809638546
22,FLOTEK CHEMISTRY LLC,OK,STEPHENS,34.63734,-97.9319,Chemicals,100,-97.931899996247,34.6373399686741
23,CARGILL INC SALT DIV,OK,WOODS,36.794545,-99.262953,Chemicals,100,-99.2629529766739,36.7945449942556
24,XEROX CORP OKLAHOMA CITY,OK,CANADIAN,35.468294,-97.71953,Chemicals,100,-97.7195299985805,35.4682939785327
25,PRYOR CHEMICAL CO,OK,MAYES,36.241247,-95.278349,Chemicals,100,-95.2783489613382,36.2412469712096
26,IOCHEM CORP,OK,DEWEY,36.143611,-99.242222,Chemicals,100,-99.2422220158731,36.143611003417
27,H-I-S PAINT MANUFACTURING COMPANY INC,OK,OKLAHOMA,35.46423,-97.54623,Chemicals,100,-97.5462299784086,35.464230014007
28,IFS COATINGS INC,OK,CARTER,34.13653,-97.13419,Chemicals,100,-97.1341900052364,34.1365300335381
29,CERADYNE INC A 3M CO,OK,OTTAWA,36.976667,-94.769753,Chemicals,100,-94.7697530308633,36.9766670230166
30,ANCHOR PAINT MANUFACTURING CO INC,OK,TULSA,36.14249,-95.902256,Chemicals,100,-95.9022559654493,36.1424899937067
31,INTERPLASTIC CORP,OK,MAYES,36.23651,-95.27664,Chemicals,100,-95.2766400063418,36.2365099710292
32,CONTINENTAL CARBON CO PONCA CITY OK PLANT,OK,KAY,36.66616,-97.07163,Chemicals,100,-97.0716299813774,36.6661599859625
33,CABOT NORIT AMERICAS INC,OK,MAYES,36.23124,-95.27639,Chemicals,100,-95.2763900051982,36.2312400208489
34,JUPITER SULPHUR LLC,OK,KAY,36.67715,-97.07832,Chemicals,100,-97.0783200047928,36.6771499679336
35,ELASTOMER SPECIALTIES INC,OK,WAGONER,35.935781,-95.39678,Chemicals,100,-95.3967799737877,35.9357809943299
36,ADJUVANTS UNLIMITED- #3507,OK,TULSA,36.14798,-96.03401,Chemicals,100,-96.034009981709,36.1479799809784
37,TESSENDERLO KERLEY INC WYNNEWOOD PLANT,OK,GARVIN,34.636067,-97.171078,Chemicals,100,-97.1710779749059,34.6360670011419
38,BACHMAN SERVICES INC AN INNOSPEC CO,OK,OKLAHOMA,35.44306,-97.48575,Chemicals,100,-97.4857500035899,35.4430599988804
39,VERSUM MATERIALS US LLC CATOOSA SITE,OK,ROGERS,36.227134,-95.747925,Chemicals,100,-95.7479250403115,36.2271340248328
40,DIAMOND VOGEL PAINT CO INC,OK,TULSA,36.206837,-95.919568,Chemicals,100,-95.9195680281103,36.2068369649118
41,DEEPWATER CHEMICALS INC,OK,WOODWARD,36.435074,-99.512447,Chemicals,100,-99.5124470212665,36.4350739915223
42,MIRACLON CORP,OK,CUSTER,35.53834,-98.69621,Chemicals,100,-98.6962099961732,35.5383399969966
43,ADVANCE RESEARCH CHEMICALS INC,OK,ROGERS,36.22681,-95.747308,Chemicals,100,-95.7473079875428,36.2268100316069
44,KOCH FERTILIZER ENID LLC,OK,GARFIELD,36.3791,-97.7613,Chemicals,100,-97.7613000423245,36.3790999713052
45,ROCKWATER ENERGY SOLUTIONS INC,OK,PONTOTOC,34.79977,-96.68599,Chemicals,100,-96.6859899672695,34.7997700045781
46,TERRA INTERNATIONAL (OKLAHOMA) LLC,OK,WOODWARD,36.443639,-99.366,Chemicals,100,-99.3659999805567,36.4436390024607
47,"DUCOMMUN LABARGE  TECHNOLOGIES,INC",OK,TULSA,36.08996,-95.846849,Computers and Electronic Products,50,-95.8468489567032,36.0899599996981
48,FIFE CORP,OK,OKLAHOMA,35.60915,-97.5174,Computers and Electronic Products,50,-97.5173999866692,35.6091499668015
49,CAMERON INTERNATIONAL CORP,OK,STEPHENS,34.58253,-97.96006,Computers and Electronic Products,50,-97.9600600244474,34.5825299970796
50,ENOVATION CONTROLS,OK,TULSA,36.087437,-95.840495,Computers and Electronic Products,50,-95.8404949930355,36.0874370159135
51,AMERICAN ELECTRIC POWER NORTHEASTERN PLANT,OK,ROGERS,36.4301,-95.7011,Electric Utilities,50,-95.7010999968006,36.4300999875038
52,OGE ENERGY CORP RIVER VALLEY GENERATING STATION,OK,LE FLORE,35.1929,-94.6469,Electric Utilities,50,-94.6468999715963,35.1928999932272
53,GRAND RIVER DAM AUTHORITY COAL FIRED COMPLEX,OK,MAYES,36.1889,-95.2882,Electric Utilities,50,-95.2881999765754,36.188900012704
54,MUSKOGEE GENERATING STATION,OK,MUSKOGEE,35.76054,-95.28731,Electric Utilities,50,-95.2873100156235,35.7605399720801
55,OGE ENERGY CORP SOONER GENERATING STATION,OK,NOBLE,36.453496,-97.052666,Electric Utilities,50,-97.0526660067405,36.453496010424
56,WESTERN FARMERS ELECTRIC COOP,OK,CHOCTAW,34.01633,-95.32188,Electric Utilities,50,-95.3218799725338,34.0163300224773
57,RUSSELECTRIC,OK,TULSA,36.04645,-95.77446,Electrical Equipment,50,-95.7744600161629,36.0464499697056
58,WHIRLPOOL CORP - TULSA DIV,OK,TULSA,36.26384,-95.9199,Electrical Equipment,50,-95.9198999556078,36.2638399725124
59,ABB MOTORS & MECHANICAL INC,OK,ADAIR,35.996873,-94.568212,Electrical Equipment,50,-94.5682120442839,35.9968729985702
60,CONTINENTAL INDUSTRIES,OK,TULSA,36.17389,-95.833313,Electrical Equipment,50,-95.833312962339,36.1738899758094
61,SOUTHWEST UNITED INDUSTRIES INC,OK,TULSA,36.15636,-95.97131,Fabricated Metals,25,-95.9713100003287,36.1563599923334
62,SOUTHWESTERN WIRE TULSA,OK,TULSA,36.136845,-96.086669,Fabricated Metals,25,-96.0866690440011,36.1368450206292
63,VALLOUREC STAR LP,OK,MUSKOGEE,35.793085,-95.302058,Fabricated Metals,25,-95.302058016969,35.7930849885785
64,IPSCO TUBULARS (OKLAHOMA) INC,OK,ROGERS,36.23708,-95.743156,Fabricated Metals,25,-95.7431559742996,36.2370799854625
65,ENERGY EXCHANGER CO,OK,TULSA,36.18383,-95.85112,Fabricated Metals,25,-95.8511199967215,36.1838300157948
66,CUST O FAB INC/8888 W 21ST STREET,OK,TULSA,36.13374,-96.096532,Fabricated Metals,25,-96.0965320068315,36.1337400107464
67,CHROMIUM PLATING CO,OK,TULSA,36.159679,-95.997272,Fabricated Metals,25,-95.997272030692,36.159679007096
68,AZZ GALVANIZING-TULSA,OK,TULSA,36.133313,-96.014564,Fabricated Metals,25,-96.0145639710906,36.1333129697754
69,MERTZ MANUFACTURING INC,OK,KAY,36.72204,-97.10296,Fabricated Metals,25,-97.1029599845525,36.7220399761104
70,MATRIX SERVICE FABRICATION DIV,OK,ROGERS,36.231887,-95.747102,Fabricated Metals,25,-95.7471020038482,36.2318870272597
71,OKLAHOMA STEEL & WIRE CO INC,OK,MARSHALL,34.071403,-96.763175,Fabricated Metals,25,-96.7631750131116,34.0714030083881
72,VALMONT COATINGS-OKLAHOMA GALVANIZING,OK,ROGERS,36.246272,-95.715191,Fabricated Metals,25,-95.7151909703473,36.2462720263483
73,VALMONT NEWMARK,OK,TULSA,36.16541,-95.96346,Fabricated Metals,25,-95.9634599823869,36.1654100166469
74,PARRISH ENTERPRISES DBA CENTRAL MACHINE & TOOL CO,OK,GARFIELD,36.42001,-97.85664,Fabricated Metals,25,-97.8566400400587,36.4200099930211
75,CMC REBAR - MUSKOGEE,OK,MUSKOGEE,35.766865,-95.349132,Fabricated Metals,25,-95.349131983645,35.7668649894451
76,AZZ GALVANIZING -CATOOSA,OK,ROGERS,36.22678,-95.73699,Fabricated Metals,25,-95.7369900280209,36.2267800308243
77,CONTINENTAL INDUSTRIES-BROKEN ARROW,OK,WAGONER,36.031674,-95.735522,Fabricated Metals,25,-95.7355220011836,36.0316739905868
78,ARCOSA WIND TOWERS INC PLT 1675,OK,ROGERS,36.18501,-95.80511,Fabricated Metals,25,-95.8051099946679,36.1850100330804
79,SOUTHWESTERN WIRE INC,OK,CLEVELAND,35.26023,-97.480925,Fabricated Metals,25,-97.4809249725359,35.2602300239132
80,OCV CONTROL VALVE,OK,TULSA,36.10289,-95.89424,Fabricated Metals,25,-95.8942400286745,36.1028900094193
81,JV INDUSTRIAL SKIATOOK,OK,OSAGE,36.35431,-96.00792,Fabricated Metals,25,-96.0079200312493,36.3543099848646
82,N&S FLAMESPRAY,OK,CREEK,36.13327,-96.39905,Fabricated Metals,25,-96.3990500093845,36.1332700188729
83,FORUM ENERGY TECHNOLOGIES INC,OK,MURRAY,34.4936,-97.12752,Fabricated Metals,25,-97.1275200142518,34.4936000102814
84,APPLIED INDUSTRIAL COATINGS INC,OK,CLEVELAND,35.32895,-97.60053,Fabricated Metals,25,-97.6005299932301,35.3289500136466
85,AMERISTAR PERIMETER SECURITY USA INC,OK,TULSA,36.17817,-95.86873,Fabricated Metals,25,-95.8687300305622,36.1781700360189
86,CROSBY GROUP MCKISSICK PLANT,OK,TULSA,36.173118,-95.945235,Fabricated Metals,25,-95.9452349619027,36.1731179810623
87,KIMRAY INC,OK,OKLAHOMA,35.513603,-97.51448,Fabricated Metals,25,-97.5144800128382,35.5136030027942
88,ROLLED ALLOYS,OK,CREEK,36.068353,-96.056539,Fabricated Metals,25,-96.0565390103825,36.068352999629
89,PREMIER PLANT SERVICES LLC,OK,CREEK,36.0304,-96.10408,Fabricated Metals,25,-96.1040800111748,36.0303999868132
90,ALFA LAVAL INC US SPIRAL HEAT EXCHANGER (SHE),OK,TULSA,36.04098,-95.7796,Fabricated Metals,25,-95.7795999965556,36.0409799787116
91,CENTEK INC,OK,OKLAHOMA,35.428,-97.61427,Fabricated Metals,25,-97.6142699949953,35.4280000352168
92,BAITY SCREW MACHINE PRODUCTS INC,OK,GRADY,35.055842,-97.930541,Fabricated Metals,25,-97.9305410248851,35.0558419955036
93,STEELFAB INC - TEXAS DIV,OK,BRYAN,33.96874,-96.378385,Fabricated Metals,25,-96.3783849849256,33.9687399714722
94,CHOCTAW DEFENSE MCALESTER,OK,PITTSBURG,34.891701,-95.778731,Fabricated Metals,25,-95.7787309663498,34.891700966363
95,HACKNEY LADISH INC ENID OK,OK,GARFIELD,36.41996,-97.87206,Fabricated Metals,25,-97.8720599812367,36.4199599709418
96,DCI INDUSTRIES LLC,OK,OKLAHOMA,35.46954,-97.61824,Fabricated Metals,25,-97.6182400095619,35.4695399925561
97,SUPERIOR COS INC MACHINING & FABRICATION DIV,OK,WASHINGTON,36.75314,-95.97691,Fabricated Metals,25,-95.9769100079784,36.7531400128923
98,AIR SYSTEM COMPONENTS LP,OK,KAY,36.73693,-97.0939,Fabricated Metals,25,-97.0939000257545,36.7369299832055
99,ROLL-OFFS USA,OK,BRYAN,33.9982,-96.471458,Fabricated Metals,25,-96.4714579942088,33.9981999800922
100,BALON CORP,OK,OKLAHOMA,35.43258,-97.48794,Fabricated Metals,25,-97.4879400064211,35.4325800231278
101,H&L TOOTH,OK,TULSA,36.23508,-95.86379,Fabricated Metals,25,-95.8637900151518,36.2350800258497
102,AZZ GALVANIZING SERVICES-CHELSEA,OK,ROGERS,36.522482,-95.446975,Fabricated Metals,25,-95.4469749572554,36.5224820064381
103,EMERSON PROCESS MANAGEMENT REGULATOR TECHNOLOGIES TULSA LLC,OK,TULSA,36.097619,-95.899073,Fabricated Metals,25,-95.8990729649031,36.0976189789067
104,W&W-AFCO STEEL LLC,OK,OKLAHOMA,35.465931,-97.544243,Fabricated Metals,25,-97.5442429948316,35.4659310275678
105,CHART COOLER SERVICE CO INC,OK,TULSA,36.17603,-95.93666,Fabricated Metals,25,-95.9366600035266,36.1760299988826
106,CHART  E&C FINFANS,OK,TULSA,36.082903,-95.83218,Fabricated Metals,25,-95.8321800071027,36.0829029913057
107,JOHN ZINK CO LLC,OK,TULSA,36.19155,-95.84477,Fabricated Metals,25,-95.8447699856411,36.1915500154743
108,BODYCOTE THERMAL PROCESSING INC - OKC,OK,OKLAHOMA,35.3955,-97.47699,Fabricated Metals,25,-97.4769899922653,35.395499976625
109,C & D VALVE MANUFACTURING CO,OK,OKLAHOMA,35.5405,-97.51669,Fabricated Metals,25,-97.5166899582686,35.5405000232079
110,ALLIANCE STEEL INC,OK,OKLAHOMA,35.4314,-97.654,Fabricated Metals,25,-97.6539999647291,35.4313999715632
111,KOAX CORP,OK,OKLAHOMA,35.47213,-97.54113,Fabricated Metals,25,-97.5411299730461,35.4721299952774
112,OKLAHOMA FORGE,OK,TULSA,36.08597,-96.04747,Fabricated Metals,25,-96.0474699786001,36.0859700111577
113,PRESCOR LLC,OK,CREEK,36.03906,-96.08272,Fabricated Metals,25,-96.0827199601805,36.0390600022552
114,CAMERON INTERNATIONAL CORP,OK,OKLAHOMA,35.43533,-97.49551,Fabricated Metals,25,-97.4955100194888,35.4353299695017
115,PRIDE PLATING INC,OK,DELAWARE,36.597959,-94.73773,Fabricated Metals,25,-94.7377299774466,36.5979590177106
116,BADGETT CORP,OK,GRADY,35.004399,-97.934589,Fabricated Metals,25,-97.9345890132184,35.0043990245538
117,GERDAU - SAND SPRINGS RAIL PRODUCTS,OK,TULSA,36.130319,-96.110544,Fabricated Metals,25,-96.1105440184648,36.1303189743948
118,MINGO MANUFACTURING,OK,TULSA,36.269855,-95.84771,Fabricated Metals,25,-95.847709991903,36.2698550169941
119,BODYCOTE THERMAL PROCESSING INC - TULSA 74TH,OK,TULSA,36.102792,-95.894353,Fabricated Metals,25,-95.8943530367373,36.102792025958
120,LASER SPECIALTIES INC,OK,CREEK,36.06818,-96.06415,Fabricated Metals,25,-96.0641499866272,36.0681799645903
121,HI-PRO FEEDS CHEYENNE,OK,ROGER MILLS,35.610751,-99.67195,Food,25,-99.6719499966527,35.6107509962572
122,THE PORK GROUP INC,OK,HUGHES,35.07951,-96.42369,Food,25,-96.4236899891442,35.0795099858713
123,PURINA ANIMAL NUTRITION LLC - OKLAHOMA CITY,OK,OKLAHOMA,35.471156,-97.531994,Food,25,-97.531994016775,35.4711560288418
124,TYSON CHICKEN INC - WESTVILLE FEEDMILL,OK,ADAIR,36.006868,-94.636146,Food,25,-94.6361459698355,36.0068680042978
125,CP KELCO,OK,OKMULGEE,35.6096,-95.98504,Food,25,-95.9850400307943,35.6095999993932
126,DARLING INGREDIENTS INC,OK,TULSA,36.375168,-95.83015,Food,25,-95.8301499942236,36.3751680347343
127,AVIAGEN FEED PROCESSING UNIT,OK,SEQUOYAH,35.43443,-94.79025,Food,25,-94.7902499805326,35.4344299947289
128,PRESTAGE FARMS OF OKLAHOMA LLC TEXHOMA FEED MILL,OK,TEXAS,36.5012,-101.78964,Food,25,-101.789639974572,36.50119999988
129,OK FOODS INC-MULDROW,OK,SEQUOYAH,35.409028,-94.582417,Food,25,-94.5824170140401,35.4090279828005
130,SIMMONS FEED MILL,OK,OTTAWA,36.738737,-94.865487,Food,25,-94.8654870296811,36.7387369857778
131,OK FOODS INC-HEAVENER,OK,LE FLORE,34.911063,-94.60044,Food,25,-94.6004400034169,34.9110630029189
132,ADVANCEPIERRE FOODS,OK,GARFIELD,36.419443,-97.809378,Food,25,-97.8093779661621,36.4194429778538
133,HILAND DAIRY FOODS CO,OK,LINCOLN,35.716062,-96.892719,Food,25,-96.8927189941094,35.7160620134869
134,RED COLLAR PET FOODS,OK,CUSTER,35.48325,-98.97589,Food,25,-98.9758900394265,35.4832499929368
135,HILAND/GILT EDGE DAIRY,OK,CLEVELAND,35.220791,-97.437978,Food,25,-97.4379779561066,35.2207910234913
136,SEABOARD FOODS LLC GUYMON OK (PROCESSING PLANT),OK,TEXAS,36.70833,-101.44166,Food,25,-101.44166003212,36.70832996893
137,OK FOODS INC-HEAVENER FEED MILL,OK,LE FLORE,34.874,-94.586,Food,25,-94.5860000343824,34.873999975679
138,CARGILL PREMIX & NUTRITION GUYMON,OK,TEXAS,36.70533,-101.454765,Food,25,-101.454765014811,36.7053299733163
139,NESTLE PURINA PETCARE CO,OK,OKLAHOMA,35.6127,-97.50484,Food,25,-97.5048400118612,35.6126999847193
140,ADM MILLING CO,OK,GARFIELD,36.40932,-97.87263,Food,25,-97.8726299622845,36.409320005119
141,CARGILL FEED & NUTRITION OKLAHOMA CITY,OK,OKLAHOMA,35.44441,-97.51616,Food,25,-97.5161600420825,35.4444100321156
142,TYSON POULTRY INC - CRAIG FEED MILL,OK,MCCURTAIN,33.959444,-94.756386,Food,25,-94.7563860096041,33.959444034765
143,TYSON POULTRY INC-BROKEN BOW PROCESSING PLANT,OK,MCCURTAIN,33.959444,-94.756386,Food,25,-94.7563860096041,33.959444034765
144,PRYOR SOLAE,OK,MAYES,36.22748,-95.27968,Food,25,-95.2796799950947,36.2274799736217
145,CLEAN HARBORS LONE MOUNTAIN LLC LONE MOUNTAIN FACILITY,OK,MAJOR,36.433955,-98.803267,Hazardous Waste,25,-98.8032669896527,36.4339549930793
146,US ECOLOGY TULSA INC,OK,TULSA,36.122414,-96.020344,Hazardous Waste,25,-96.0203440011232,36.1224140049736
147,SCHLUMBERGER BARTLESVILLE PRODUCT CENTER,OK,WASHINGTON,36.75334,-95.982736,Machinery,25,-95.9827360317536,36.7533400309034
148,UPCO INC,OK,ROGERS,36.25969,-95.66387,Machinery,25,-95.6638700385025,36.2596899823081
149,NORTEK AIR SOLUTIONS GOVERNAIR,OK,OKLAHOMA,35.51986,-97.51578,Machinery,25,-97.5157799648858,35.5198600029358
150,BAKER HUGHES BROKEN ARROW FACILITY,OK,TULSA,36.07989,-95.82109,Machinery,25,-95.8210900354256,36.0798900125712
151,D & L OIL TOOLS,OK,TULSA,36.135016,-96.047243,Machinery,25,-96.0472429743279,36.1350159686238
152,NORTEK AIR SOLUTIONS TEMTROL,OK,KINGFISHER,35.725852,-97.972751,Machinery,25,-97.9727509736238,35.7258519768292
153,BAKER HUGHES SHAWNEE FACILITY,OK,POTTAWATOMIE,35.389098,-97.000953,Machinery,25,-97.0009529602741,35.389098034576
154,M-D BUILDING PRODUCTS,OK,OKLAHOMA,35.511933,-97.513264,Machinery,25,-97.5132639634381,35.5119329782345
155,BAKER HUGHES OILFIELD OPERATIONS LLC,OK,OKLAHOMA,35.601441,-97.51375,Machinery,25,-97.5137500418383,35.6014410310781
156,UNITED ENGINES LLC,OK,CANADIAN,35.46443,-97.61444,Machinery,25,-97.6144399562471,35.4644299758739
157,S&T MANUFACTURING,OK,ROGERS,36.177237,-95.782369,Machinery,25,-95.7823689635874,36.177237035452
158,SMICO MANUFACTURING CO INC,OK,OKLAHOMA,35.40439,-97.48362,Machinery,25,-97.4836200082198,35.4043899834023
159,JOHNSON CONTROLS INC-NORMAN,OK,CLEVELAND,35.279003,-97.482754,Machinery,25,-97.4827540322859,35.2790029655468
160,NORRIS SUCKER RODS,OK,TULSA,36.092592,-96.04519,Machinery,25,-96.0451899645775,36.0925920050597
161,NATIONAL OILWELL VARCO/TULSA MULTIPLEX,OK,CREEK,36.06555,-96.05648,Machinery,25,-96.0564799910683,36.0655499739385
162,TULSA WINCH INC,OK,TULSA,36.00001,-96.01588,Machinery,25,-96.0158800029819,36.0000100143248
163,CENTRILIFT CABLE PLANT,OK,ROGERS,36.33049,-95.61137,Machinery,25,-95.6113699780158,36.3304900359882
164,EATON HYDRAULICS,OK,POTTAWATOMIE,35.369877,-96.912404,Machinery,25,-96.9124039565933,35.36987699971
165,GARDNER DENVER INC,OK,TULSA,36.095432,-95.883768,Machinery,25,-95.8837680080814,36.0954320300184
166,SULZER CHEMTECH USA INC,OK,CREEK,36.073219,-96.055004,Machinery,25,-96.055003969225,36.0732190276282
167,TEREX USA LLC,OK,CANADIAN,35.458002,-97.682784,Machinery,25,-97.6827839627259,35.4580019736728
168,OGI PROCESS EQUIPMENT INC,OK,TULSA,36.133735,-96.097037,Machinery,25,-96.0970370396843,36.1337350046731
169,NATIONAL OILWELL VARCO MCALESTER WORKS,OK,PITTSBURG,34.93167,-95.73857,Machinery,25,-95.7385699849426,34.9316699799932
170,CLIMATE CRAFT INC,OK,OKLAHOMA,35.47097,-97.53825,Machinery,25,-97.5382499742452,35.4709699840351
171,TD WILLIAMSON INC TULSA MANUFACTURING FACILITY,OK,CREEK,36.06321,-96.06551,Machinery,25,-96.0655100359674,36.0632100005609
172,INTERNATIONAL ENVIRONMENTAL CORP,OK,OKLAHOMA,35.45782,-97.6077,Machinery,25,-97.6076999865019,35.4578199960481
173,BAKER HUGHES PUMP PLANT,OK,ROGERS,36.32907,-95.60432,Machinery,25,-95.604319999666,36.3290699895318
174,FORUM ENERGY TECHNOLOGIES-ALLIED PRODUCTION-TITAN,OK,GARVIN,34.622358,-97.447861,Machinery,25,-97.4478610411994,34.6223580249459
175,CENTRILIFT TULSA,OK,TULSA,36.097802,-95.888985,Machinery,25,-95.888984974094,36.0978019658963
176,RAE CORP,OK,MAYES,36.238103,-95.279288,Machinery,25,-95.2792879703048,36.2381029868338
177,FORUM ENERGY TECHNOLOGIES,OK,LOGAN,35.878204,-97.46329,Machinery,25,-97.4632899655303,35.8782040293492
178,SOLAR TURBINES BROKEN ARROW,OK,TULSA,36.06916,-95.8406,Machinery,25,-95.8406000060922,36.0691600073674
179,ACME ENVIRONMENTAL,OK,TULSA,36.1939,-95.9179,Machinery,25,-95.9179000362907,36.1939000126706
180,AAON INC,OK,TULSA,36.126167,-96.015972,Machinery,25,-96.015971990467,36.1261669802259
181,FORUM ENERGY TECHNOLOGIES,OK,GRADY,34.99316,-97.904595,Machinery,25,-97.9045949845339,34.9931599688571
182,WORTHINGTON INDUSTRIES INC,OK,ROGERS,36.228063,-95.73491,Machinery,25,-95.7349099789806,36.2280630250301
183,LINDE ENGINEERING NA INC,OK,ROGERS,36.226787,-95.73919,Machinery,25,-95.7391900021517,36.2267869875285
184,CLIMATEMASTER INC,OK,OKLAHOMA,35.42068,-97.64184,Machinery,25,-97.6418400097172,35.4206799753484
185,CARLSON CO,OK,TULSA,36.099237,-95.880773,Machinery,25,-95.8807730249242,36.0992370307606
186,EQUIPMENT TECHNOLOGY LLC,OK,OKLAHOMA,35.59463,-97.51926,Machinery,25,-97.5192600382965,35.5946299817279
187,UE MANUFACTURING LLC,OK,CANADIAN,35.469396,-97.693166,Machinery,25,-97.6931659721276,35.4693960116509
188,GUNNEBO-JOHNSON CORP,OK,TULSA,36.17281,-95.94032,Machinery,25,-95.9403200094887,36.1728100077123
189,ZEECO INC,OK,WAGONER,36.031887,-95.728549,Machinery,25,-95.7285490084537,36.031886988466
190,PROCESS MANUFACTURING CO INC,OK,CREEK,36.06462,-96.05808,Machinery,25,-96.0580799804209,36.0646199909908
191,SAWYER MANUFACTURING CO,OK,CREEK,36.04654,-96.08596,Machinery,25,-96.0859600037473,36.0465400338334
192,CHARLES MACHINE WORKS INC,OK,NOBLE,36.290868,-97.312807,Machinery,25,-97.3128069739119,36.2908679655619
193,HALLIBURTON MANUFACTURING & LEASING CO LLC,OK,STEPHENS,34.490971,-97.941787,Machinery,25,-97.941787033927,34.4909710205003
194,ACCURUS AEROSPACE LLC,OK,TULSA,36.17706,-95.83716,Machinery,25,-95.8371599975432,36.177060034557
195,NOV WILCO,OK,STEPHENS,34.631271,-97.964606,Machinery,25,-97.9646060387742,34.6312709687384
196,MESA PRODUCTS INC,OK,TULSA,36.098481,-95.894642,Miscellaneous Manufacturing,25,-95.8946420247642,36.0984809956061
197,HENNIGES AUTOMOTIVE INC,OK,TILLMAN,34.360833,-98.9975,Miscellaneous Manufacturing,25,-98.9975000017328,34.3608329756101
198,MERIDIAN BRICK - MUSKOGEE PLANT,OK,MUSKOGEE,35.6824,-95.40745,Nonmetallic Mineral Product,25,-95.4074499830694,35.682399973334
199,GREEN COUNTRY MARBLE,OK,TULSA,35.9333,-96.0141,Nonmetallic Mineral Product,25,-96.0140999912464,35.93329998606
200,STILLWATER BATCH PLANT,OK,PAYNE,36.15947,-97.04248,Nonmetallic Mineral Product,25,-97.0424800097338,36.1594699817068
201,MOORE BATCH PLANT,OK,CLEVELAND,35.316137,-97.483226,Nonmetallic Mineral Product,25,-97.4832260071362,35.3161369698896
202,DURANT BATCH PLANT,OK,BRYAN,34.022608,-96.390419,Nonmetallic Mineral Product,25,-96.3904189961347,34.0226079828867
203,CHICKASHA BATCH PLANT,OK,GRADY,35.01504,-97.97267,Nonmetallic Mineral Product,25,-97.9726700354167,35.0150400156714
204,MIDWEST CITY BATCH PLANT,OK,OKLAHOMA,35.43529,-97.34237,Nonmetallic Mineral Product,25,-97.3423699909232,35.4352900066193
205,ANCHOR GLASS CONTAINER CORPORATION-HENRYETTA,OK,OKMULGEE,35.447806,-95.968722,Nonmetallic Mineral Product,25,-95.9687220438267,35.4478059824217
206,ADA BATCH PLANT,OK,PONTOTOC,34.79309,-96.66996,Nonmetallic Mineral Product,25,-96.6699599801821,34.7930899915055
